#ID,RA,DEC,RV,RV_err,RAD
NGC4486_S346,187.48329,12.76318,996,12,25.86
NGC4486_S347,187.56783,12.77563,933,21,24.45
NGC4486_S348,187.67417,12.82073,1007,12,25.84
NGC4486_S349,187.5354,12.8392,1458,19,28.68
NGC4486_S350,187.65277,12.84948,1876,38,27.68
NGC4486_S351,187.82401,12.39581,1324,68,6.93
NGC4486_S352,187.82491,12.30122,1092,13,8.82
NGC4486_S353,187.82247,12.3153,1143,9,8.21
NGC4486_S354,187.81801,12.31261,1848,63,8.08
NGC4486_S355,187.81114,12.43636,1956,106,6.74
NGC4486_S356,187.81303,12.2935,2169,11,8.58
NGC4486_S357,187.80928,12.36253,1839,54,6.29
NGC4486_S358,187.80637,12.34367,1040,77,6.54
NGC4486_S359,187.80317,12.40169,1365,106,5.73
NGC4486_S360,187.80432,12.35102,1174,71,6.25
NGC4486_S361,187.80184,12.39322,1548,106,5.62
NGC4486_S362,187.79835,12.34169,1841,77,6.17
NGC4486_S363,187.7964,12.38206,1182,69,5.33
NGC4486_S364,187.79364,12.38606,1145,123,5.15
NGC4486_S365,187.78819,12.4208,1794,106,5.14
NGC4486_S366,187.78865,12.37815,749,106,4.91
NGC4486_S367,187.77959,12.40405,1049,106,4.39
NGC4486_S368,187.77419,12.44465,871,12,5.13
NGC4486_S369,187.77665,12.33486,1236,56,5.35
NGC4486_S370,187.77509,12.36676,1536,133,4.31
NGC4486_S371,187.77507,12.34025,1446,106,5.07
NGC4486_S372,187.77356,12.39528,1781,115,3.97
NGC4486_S373,187.7727,12.41542,880,106,4.18
NGC4486_S374,187.77004,12.39839,814,106,3.78
NGC4486_S375,187.77139,12.33431,1233,8,5.13
NGC4486_S376,187.76845,12.38923,1157,106,3.67
NGC4486_S377,187.77052,12.30229,392,106,6.54
NGC4486_S378,187.76567,12.44729,769,106,4.86
NGC4486_S379,187.76411,12.38502,796,10,3.43
NGC4486_S380,187.76223,12.45296,1277,106,4.96
NGC4486_S381,187.76195,12.39645,1529,138,3.3
NGC4486_S382,187.75891,12.46381,1215,106,5.35
NGC4486_S383,187.7607,12.39079,2011,106,3.21
NGC4486_S384,187.76273,12.29138,2321,77,6.85
NGC4486_S385,187.75821,12.38695,1923,106,3.07
NGC4486_S386,187.75729,12.29217,1894,77,6.66
NGC4486_S387,187.75529,12.34903,1899,106,3.84
NGC4486_S388,187.75352,12.41304,1592,61,3.08
NGC4486_S389,187.75492,12.33744,1114,106,4.31
NGC4486_S390,187.74915,12.47727,1457,106,5.76
NGC4486_S391,187.74752,12.44547,993,70,4.07
NGC4486_S392,187.74735,12.35642,1567,7,3.2
NGC4486_S393,187.74735,12.35341,1102,106,3.32
NGC4486_S394,187.74407,12.44021,1980,33,3.7
NGC4486_S395,187.74617,12.28406,1694,77,6.84
NGC4486_S396,187.74378,12.34541,1348,106,3.53
NGC4486_S397,187.742,12.33895,1413,46,3.78
NGC4486_S398,187.73835,12.35205,1032,106,3.02
NGC4486_S399,187.73768,12.36584,1540,106,2.4
NGC4486_S400,187.73556,12.44201,1530,106,3.51
NGC4486_S401,187.73674,12.35212,1571,72,2.96
NGC4486_S402,187.73368,12.39233,647,68,1.63
NGC4486_S403,187.73645,12.28548,1818,77,6.59
NGC4486_S404,187.73213,12.44848,1352,106,3.77
NGC4486_S405,187.73341,12.39756,1444,136,1.66
NGC4486_S406,187.73118,12.48235,1924,106,5.67
NGC4486_S407,187.73004,12.37664,1764,64,1.66
NGC4486_S408,187.72895,12.41986,969,80,2.19
NGC4486_S409,187.72952,12.3884,1406,106,1.39
NGC4486_S410,187.73029,12.34839,2143,106,2.93
NGC4486_S411,187.7285,12.36881,1596,106,1.88
NGC4486_S412,187.72655,12.43459,1510,106,2.87
NGC4486_S413,187.72406,12.49089,1251,106,6.08
NGC4486_S414,187.72602,12.41135,1826,106,1.69
NGC4486_S415,187.72511,12.44318,1430,106,3.32
NGC4486_S416,187.72578,12.37857,1683,106,1.39
NGC4486_S417,187.72547,12.38194,1278,75,1.27
NGC4486_S418,187.72282,12.43776,1130,106,2.97
NGC4486_S419,187.72414,12.37572,1308,80,1.41
NGC4486_S420,187.72179,12.34784,1254,83,2.76
NGC4486_S421,187.71981,12.40635,1299,106,1.22
NGC4486_S422,187.72038,12.37415,1439,106,1.32
NGC4486_S423,187.71642,12.46372,1075,36,4.4
NGC4486_S424,187.71497,12.50165,1107,83,6.65
NGC4486_S425,187.71669,12.414,1514,106,1.51
NGC4486_S426,187.71438,12.44663,1900,61,3.37
NGC4486_S427,187.7169,12.32724,1130,106,3.89
NGC4486_S428,187.71447,12.41952,913,59,1.78
NGC4486_S429,187.71575,12.34085,949,90,3.07
NGC4486_S430,187.71277,12.43663,1131,10,2.76
NGC4486_S431,187.71283,12.4202,745,194,1.79
NGC4486_S432,187.71492,12.32431,645,106,4.04
NGC4486_S433,187.71372,12.36278,1469,106,1.76
NGC4486_S434,187.71078,12.47416,1387,28,4.99
NGC4486_S435,187.71223,12.36833,1245,106,1.42
NGC4486_S436,187.71005,12.42481,835,106,2.04
NGC4486_S437,187.70872,12.45716,1238,61,3.97
NGC4486_S438,187.71038,12.31963,1725,76,4.3
NGC4486_S439,187.70681,12.40781,792,106,1
NGC4486_S440,187.70655,12.33638,1228,18,3.28
NGC4486_S441,187.70708,12.28149,1320,13,6.58
NGC4486_S442,187.70489,12.36965,1806,103,1.29
NGC4486_S443,187.70152,12.41062,1620,106,1.2
NGC4486_S444,187.69936,12.43773,1040,106,2.82
NGC4486_S445,187.70242,12.29817,915,106,5.58
NGC4486_S446,187.69745,12.48583,1793,106,5.7
NGC4486_S447,187.69679,12.45659,963,106,3.96
NGC4486_S448,187.69642,12.46089,1173,106,4.22
NGC4486_S449,187.69687,12.41898,1164,106,1.75
NGC4486_S450,187.69979,12.29162,1552,106,5.98
NGC4486_S451,187.69499,12.46764,472,90,4.64
NGC4486_S452,187.69952,12.27727,1486,12,6.84
NGC4486_S453,187.69221,12.5043,633,107,6.84
NGC4486_S454,187.69639,12.32305,1430,75,4.12
NGC4486_S455,187.69538,12.35287,1124,106,2.38
NGC4486_S456,187.69343,12.42272,1024,106,2.03
NGC4486_S457,187.69376,12.33826,1004,75,3.25
NGC4486_S458,187.69344,12.28971,1481,6,6.13
NGC4486_S459,187.69144,12.35708,1540,106,2.21
NGC4486_S460,187.68946,12.42198,1198,106,2.09
NGC4486_S461,187.69089,12.35957,1579,77,2.09
NGC4486_S462,187.6885,12.42602,1197,106,2.33
NGC4486_S463,187.68848,12.40709,1724,82,1.4
NGC4486_S464,187.69024,12.3205,1317,77,4.34
NGC4486_S465,187.68891,12.34263,2023,75,3.08
NGC4486_S466,187.6885,12.34569,1602,106,2.91
NGC4486_S467,187.68595,12.41598,1655,106,1.9
NGC4486_S468,187.68574,12.41417,1438,106,1.82
NGC4486_S469,187.68856,12.27776,1474,9,6.88
NGC4486_S470,187.68273,12.39645,1036,70,1.4
NGC4486_S471,187.682,12.40811,1527,106,1.73
NGC4486_S472,187.68327,12.32855,1906,71,3.98
NGC4486_S473,187.68289,12.33879,1124,106,3.42
NGC4486_S474,187.6812,12.39636,995,126,1.48
NGC4486_S475,187.68096,12.40322,1433,20,1.63
NGC4486_S476,187.68045,12.41167,1117,106,1.94
NGC4486_S477,187.67948,12.44225,1398,61,3.44
NGC4486_S478,187.67904,12.449,1269,135,3.81
NGC4486_S479,187.67718,12.42893,1394,75,2.83
NGC4486_S480,187.67802,12.39012,1769,92,1.64
NGC4486_S481,187.67811,12.38503,1081,106,1.67
NGC4486_S482,187.67618,12.43902,1506,26,3.36
NGC4486_S483,187.67689,12.3733,1657,102,2.01
NGC4486_S484,187.67403,12.40366,911,106,2.02
NGC4486_S485,187.67334,12.37613,1158,106,2.11
NGC4486_S486,187.67151,12.42755,1277,106,2.97
NGC4486_S487,187.67159,12.41128,937,67,2.35
NGC4486_S488,187.67028,12.44793,1488,74,4
NGC4486_S489,187.67076,12.39323,760,106,2.06
NGC4486_S490,187.67165,12.32948,1346,32,4.21
NGC4486_S491,187.66795,12.4605,1946,106,4.72
NGC4486_S492,187.67119,12.30996,1705,106,5.28
NGC4486_S493,187.67009,12.28303,1131,8,6.82
NGC4486_S494,187.66368,12.4263,971,158,3.25
NGC4486_S495,187.66541,12.34159,761,106,3.8
NGC4486_S496,187.66316,12.35901,1086,106,3.16
NGC4486_S497,187.66143,12.3971,788,79,2.63
NGC4486_S498,187.65927,12.46393,1297,106,5.15
NGC4486_S499,187.66148,12.35668,1421,115,3.33
NGC4486_S500,187.66031,12.36641,1366,106,3.06
NGC4486_S501,187.6603,12.33059,1002,106,4.51
NGC4486_S502,187.65797,12.39102,975,8,2.81
NGC4486_S503,187.65964,12.28907,1761,75,6.7
NGC4486_S504,187.65834,12.33513,2013,106,4.37
NGC4486_S505,187.65629,12.40503,1391,31,3.03
NGC4486_S506,187.65322,12.43484,1261,70,4.05
NGC4486_S507,187.65594,12.32161,1084,4,5.1
NGC4486_S508,187.65241,12.38816,1499,75,3.14
NGC4486_S509,187.65232,12.33571,1219,106,4.57
NGC4486_S510,187.64728,12.45781,1136,106,5.27
NGC4486_S511,187.64714,12.29533,1336,106,6.7
NGC4486_S512,187.6465,12.30521,1997,76,6.22
NGC4486_S513,187.64291,12.44396,1445,108,4.87
NGC4486_S514,187.64218,12.37956,1100,106,3.8
NGC4486_S515,187.63958,12.45961,817,106,5.66
NGC4486_S516,187.63934,12.44987,726,106,5.26
NGC4486_S517,187.63773,12.47249,1134,106,6.31
NGC4486_S518,187.63464,12.47927,546,78,6.74
NGC4486_S519,187.636,12.3983,1822,106,4.12
NGC4486_S520,187.63327,12.44928,1436,106,5.51
NGC4486_S521,187.63137,12.43405,858,75,5.07
NGC4486_S522,187.6325,12.34414,984,159,5.14
NGC4486_S523,187.63139,12.37924,1198,106,4.43
NGC4486_S524,187.62745,12.45966,1584,72,6.17
NGC4486_S525,187.6278,12.38222,1196,4,4.61
NGC4486_S526,187.62508,12.4657,645,70,6.52
NGC4486_S527,187.62557,12.40973,1452,92,4.84
NGC4486_S528,187.62791,12.30145,1724,75,7.06
NGC4486_S529,187.62169,12.44931,827,82,6.05
NGC4486_S530,187.6224,12.40224,1607,106,4.94
NGC4486_S531,187.61979,12.41047,1161,47,5.18
NGC4486_S532,187.62034,12.37237,1399,106,5.14
NGC4486_S533,187.61743,12.41496,1340,106,5.38
NGC4486_S534,187.61633,12.38904,1570,106,5.25
NGC4486_S535,187.61149,12.42018,1303,75,5.8
NGC4486_S536,187.61207,12.39196,1404,46,5.5
NGC4486_S537,187.6073,12.43919,1368,75,6.46
NGC4486_S538,187.60779,12.4043,1587,61,5.81
NGC4486_S539,187.60566,12.43625,496,68,6.47
NGC4486_S540,187.60263,12.41551,1028,106,6.23
NGC4486_S541,187.59879,12.43871,973,97,6.9
NGC4486_S542,187.5916,12.43162,1823,106,7.13
NGC4486_S543,187.59245,12.31779,2064,117,7.97
NGC4486_S544,187.7125,12.38099,713,106,0.72
NGC4486_S545,187.70972,12.38157,1281,75,0.61
NGC4486_S546,187.69547,12.39293,1434,106,0.62
NGC4486_S547,187.71614,12.381,1751,106,0.85
NGC4486_S548,187.69188,12.39418,1483,106,0.84
NGC4486_S549,187.69247,12.3913,1795,106,0.79
NGC4486_S550,187.7171,12.40309,1447,106,0.97
NGC4486_S551,187.70581,12.3818,1327,106,0.56
NGC4486_S552,187.70873,12.38468,1211,106,0.42
NGC4486_S553,187.71356,12.38749,228,106,0.5
NGC4486_S554,187.70326,12.40169,1311,106,0.65
NGC4486_S555,187.71201,12.39694,1511,106,0.5
NGC4486_S556,187.71318,12.39447,1206,106,0.47
NGC4486_S557,187.70545,12.37584,1800,106,0.92
NGC4486_S558,187.79226,12.27445,1818,77,8.64
NGC4486_S559,187.57287,12.39784,1786,174,7.81
NGC4486_S560,187.57993,12.41783,104,58,7.56
NGC4486_S561,187.58793,12.51357,964,179,10.09
NGC4486_S562,187.59328,12.50774,1004,101,9.62
NGC4486_S563,187.68751,12.41008,1589,153,1.57
NGC4486_S564,187.69028,12.38813,1231,89,0.93
NGC4486_S565,187.6949,12.25893,1242,9,7.96
NGC4486_S566,187.70482,12.40568,1632,106,0.88
NGC4486_S567,187.83062,12.26573,1463,69,10.49
NGC4486_S568,187.84245,12.32672,1406,6,8.88
NGC4486_S569,187.69978,12.32962,1565,144,3.71
NGC4486_S570,187.75788,12.3348,1355,122,4.55
NGC4486_S571,187.69024,12.40526,1658,139,1.25
NGC4486_S572,187.67354,12.48765,1179,31,6.09
NGC4486_S573,187.65556,12.49338,1329,106,6.81
NGC4486_S574,187.6497,12.39396,948,106,3.3
NGC4486_S575,187.71066,12.41003,1510,106,1.17
NGC4486_S576,187.74147,12.40738,1202,106,2.3
NGC4486_S577,187.72473,12.34466,500,106,3
NGC4486_S578,187.68617,12.39128,1401,106,1.16
NGC4486_S579,187.64528,12.40574,1371,106,3.66
NGC4486_S580,187.68514,12.42449,1133,106,2.34
NGC4486_S581,187.70308,12.37441,1912,106,1.02
NGC4486_S582,187.70611,12.36248,1616,81,1.72
NGC4486_S583,187.92093,12.46766,1178,8,13.41
NGC4486_S584,188.00076,12.4507,1328,14,17.64
NGC4486_S585,187.9593,12.43633,1412,15,15.09
NGC4486_S586,187.94254,12.42878,1690,12,14.05
NGC4486_S587,187.93052,12.42406,1544,12,13.31
NGC4486_S588,187.95563,12.41334,1279,21,14.69
NGC4486_S589,187.94062,12.41144,1330,21,13.81
NGC4486_S590,187.90647,12.40919,814,16,11.8
NGC4486_S591,187.91035,12.38257,1713,12,11.99
NGC4486_S592,187.93331,12.378,1331,8,13.35
NGC4486_S593,187.98853,12.36469,1147,12,16.64
NGC4486_S594,187.89063,12.36288,1421,9,10.96
NGC4486_S595,187.9235,12.35406,1797,9,12.94
NGC4486_S596,187.90345,12.35247,1296,10,11.81
NGC4486_S597,187.91308,12.35135,1414,10,12.37
NGC4486_S598,187.96307,12.34319,1786,8,15.34
NGC4486_S599,187.9201,12.34146,1459,9,12.9
NGC4486_S600,187.95282,12.34007,1127,11,14.79
NGC4486_S601,187.93092,12.33679,1577,13,13.58
NGC4486_S602,187.9057,12.33556,1196,6,12.17
NGC4486_S603,187.97579,12.33025,979,9,16.23
NGC4486_S604,187.94181,12.32521,974,6,14.38
NGC4486_S605,187.98298,12.32301,1178,7,16.74
NGC4486_S606,187.87473,12.47846,1236,13,11.19
NGC4486_S607,187.82768,12.42872,1611,15,7.48
NGC4486_S608,187.84033,12.4262,637,10,8.15
NGC4486_S609,187.87673,12.42616,1337,9,10.23
NGC4486_S610,187.84268,12.41512,2111,5,8.14
NGC4486_S611,187.85169,12.40651,1295,11,8.59
NGC4486_S612,187.87089,12.38884,1389,6,9.67
NGC4486_S613,187.87773,12.37756,878,12,10.1
NGC4486_S614,187.83846,12.37504,1738,6,7.83
NGC4486_S615,187.84645,12.37052,1166,6,8.33
NGC4486_S616,187.87374,12.36463,1335,13,9.96
NGC4486_S617,187.86679,12.36279,1409,21,9.58
NGC4486_S618,187.83177,12.35749,1410,9,7.65
NGC4486_S619,187.86892,12.35358,1255,13,9.81
NGC4486_S620,187.86425,12.35249,1452,13,9.56
NGC4486_S621,187.84434,12.3502,1400,6,8.47
NGC4486_S622,187.84884,12.33111,1330,16,9.12
NGC4486_S623,188.04605,12.36726,1028,9,19.98
NGC4486_S624,188.02371,12.36453,1018,8,18.69
NGC4486_S625,188.0696,12.3567,1531,9,21.41
NGC4486_S626,188.07993,12.339,1280,11,22.14
NGC4486_S627,188.03009,12.33272,981,8,19.32
NGC4486_S628,188.14226,12.45638,1307,7,25.87
NGC4486_S629,188.17885,12.36688,1418,6,27.75
NGC4486_S630,188.15205,12.3492,1349,13,26.26
NGC4486_S631,188.21484,12.33844,1689,6,29.99
NGC4486_S632,188.22957,12.33759,1701,11,30.85
NGC4486_S633,188.15419,12.33126,1258,7,26.51
NGC4486_S634,188.28817,12.43753,1652,13,34.23
NGC4486_S635,188.25041,12.35236,1422,15,31.99
NGC4486_S636,188.27954,12.34479,1049,6,33.73
NGC4486_S637,188.3461,12.34177,1581,11,37.63
NGC4486_S638,188.32302,12.32609,1378,16,36.37
NGC4486_S639,188.17044,12.47054,2128,9,27.64
NGC4486_S640,188.1606,12.47097,1259,9,27.07
NGC4486_S641,188.33727,12.48077,1203,7,37.39
NGC4486_S642,188.29223,12.46816,1211,10,34.67
NGC4486_S643,187.53155,12.60861,1223,2,16.57
NGC4486_S644,187.70085,12.58636,824,50,11.72
NGC4486_S645,187.76865,11.94347,916,2,27.11
NGC4486_S646,187.7995,12.68364,1290,2,18.39
NGC4486_S647,187.86816,12.41766,2100,2,9.64
NGC4486_S648,187.9704,12.26641,985,3,17.21
NGC4486_S649,188.01813,12.34176,1641,6,18.53
NGC4486_S650,188.06074,12.05149,1216,61,29.11
NGC4486_S651,187.62858,12.31157,2425,103,6.58
NGC4486_S652,187.7013,12.33115,2777,26,3.61
NGC4486_S653,187.69955,12.25942,415,134,7.91
NGC4474_S1,187.476292,14.069611,1588,25,0.19
NGC4474_S2,187.476292,14.069611,1597,29,0.19
NGC4474_S3,187.470083,14.06875,1581,9,0.18
NGC4474_S4,187.47325,14.067417,1682,15,0.08
NGC4474_S5,187.504125,14.092417,1580,15,2.3
NGC4474_S6,187.474625,14.065389,1643,15,0.22
NGC4474_S7,187.478958,14.067194,1640,17,0.35
NGC4474_S8,187.476,14.068528,1651,17,0.17
NGC4474_S9,187.481292,14.069361,1580,7,0.48
NGC4474_S10,187.464583,14.081667,1583,37,0.92
NGC4474_S11,187.485042,14.090056,1520,18,1.46
NGC4474_S12,187.47125,14.062889,1505,40,0.36
NGC4474_S13,187.4785,14.081028,1649,26,0.81
NGC4474_S14,187.471417,14.074222,1546,22,0.35
NGC4474_S15,187.477,14.076694,1653,15,0.53
NGC4474_S16,187.474917,14.071333,1674,19,0.19
NGC4474_S17,187.474625,14.065389,1647,31,0.22
NGC4474_S18,187.478958,14.067194,1631,18,0.35
NGC4474_S19,187.481083,14.059972,1665,10,0.7
NGC4474_S20,187.476,14.068528,1654,11,0.17
NGC4474_S21,187.476,14.068528,1671,26,0.17
NGC4474_S22,187.481292,14.069361,1571,11,0.48
NGC4474_S23,187.491292,14.072222,1681,27,1.08
NGC4473_S1,187.45086,13.423089,2112,14,0.41
NGC4473_S2,187.45636,13.424861,2391,12,0.31
NGC4473_S3,187.46807,13.427441,2525,20,0.85
NGC4473_S4,187.46594,13.427242,2327,13,0.73
NGC4473_S5,187.45325,13.426007,2248,10,0.2
NGC4473_S6,187.46444,13.430939,2279,12,0.64
NGC4473_S7,187.44247,13.426715,2180,7,0.67
NGC4473_S8,187.41322,13.420939,2460,6,2.41
NGC4473_S9,187.44112,13.429064,2467,13,0.73
NGC4473_S10,187.42458,13.42764,2013,7,1.7
NGC4473_S11,187.43283,13.432786,2454,9,1.23
NGC4473_S12,187.47472,13.443498,2496,10,1.49
NGC4473_S13,187.44095,13.437695,2465,13,0.89
NGC4473_S14,187.42869,13.437008,2388,8,1.53
NGC4473_S15,187.42007,13.436546,2467,5,2.01
NGC4473_S16,187.42256,13.437195,2132,8,1.87
NGC4473_S17,187.43259,13.444941,2285,12,1.54
NGC4473_S18,187.45326,13.416619,2329,13,0.76
NGC4473_S19,187.45459,13.403299,2282,12,1.56
NGC4473_S20,187.4577,13.406306,2302,5,1.4
NGC4473_S21,187.46167,13.411071,2341,9,1.19
NGC4473_S22,187.45851,13.417493,2298,8,0.77
NGC4473_S23,187.45571,13.421467,2456,9,0.49
NGC4473_S24,187.43765,13.422776,2592,10,1.01
NGC4473_S25,187.44779,13.425224,2389,23,0.42
NGC4473_S26,187.4681,13.430624,2467,12,0.85
NGC4473_S27,187.47458,13.439817,2211,9,1.37
NGC4473_S28,187.45489,13.436635,1931,14,0.44
NGC4473_S29,187.46305,13.439262,2239,10,0.81
NGC4473_S30,187.45287,13.445129,2376,6,0.95
NGC4473_S31,187.45791,13.447481,2196,15,1.12
NGC4473_S32,187.47167,13.451696,2308,13,1.7
NGC4473_S33,187.46427,13.40499,2193,7,1.59
NGC4473_S34,187.46516,13.417446,2477,5,0.98
NGC4473_S35,187.46302,13.425819,2210,14,0.59
NGC4473_S36,187.47343,13.428601,2049,14,1.16
NGC4473_S37,187.47538,13.432169,2256,13,1.28
NGC4473_S38,187.44595,13.426569,2242,14,0.48
NGC4473_S39,187.43444,13.434389,2368,10,1.16
NGC4473_S40,187.42955,13.433454,1896,7,1.43
NGC4473_S41,187.44634,13.461843,2171,15,1.99
NGC4473_S42,187.42067,13.427373,2281,16,1.93
NGC4473_S43,187.4473,13.432964,2349,8,0.43
NGC4473_S44,187.44849,13.434493,2089,16,0.43
NGC4473_S45,187.45688,13.440599,2351,14,0.7
NGC4473_S46,187.48418,13.443158,2356,41,1.97
NGC4473_S47,187.4518,13.437304,2427,28,0.49
NGC4473_S48,187.44648,13.436582,2188,26,0.6
NGC4473_S49,187.45032,13.442959,2292,45,0.84
NGC4473_S50,187.56606,13.38876,2485,15,7
NGC4473_S51,187.54038,13.386295,2212,12,5.68
NGC4473_S52,187.58725,13.423354,2314,15,7.81
NGC4473_S53,187.51386,13.410037,2302,21,3.7
NGC4473_S54,187.49938,13.407512,2392,17,2.97
NGC4473_S55,187.52045,13.413585,2248,7,4.01
NGC4473_S56,187.50489,13.417451,2100,15,3.08
NGC4473_S57,187.50851,13.427607,2159,20,3.2
NGC4473_S58,187.49339,13.42641,1989,7,2.33
NGC4473_S59,187.56239,13.450049,2203,12,6.47
NGC4473_S60,187.50058,13.451178,2112,8,3.04
NGC4473_S61,187.39657,13.431506,2377,9,3.33
NGC4473_S62,187.40323,13.433058,2199,20,2.95
NGC4473_S63,187.37822,13.428031,2204,9,4.4
NGC4473_S64,187.4112,13.441634,2383,8,2.58
NGC4473_S65,187.40506,13.452956,2026,12,3.17
NGC4473_S66,187.34353,13.44973,2212,18,6.54
NGC4473_S67,187.36469,13.459928,2405,14,5.5
NGC4473_S68,187.40879,13.485645,2233,17,4.27
NGC4473_S69,187.42227,13.32727,2407,18,6.39
NGC4473_S70,187.46477,13.347772,2192,6,4.94
NGC4473_S71,187.4214,13.341745,2156,16,5.58
NGC4473_S72,187.44472,13.363131,2493,9,4.01
NGC4473_S73,187.41469,13.359049,2171,10,4.79
NGC4473_S74,187.46709,13.36986,2228,13,3.66
NGC4473_S75,187.4485,13.385875,2201,27,2.63
NGC4473_S76,187.4774,13.404691,2418,7,2.03
NGC4473_S77,187.42866,13.399794,2167,15,2.3
NGC4473_S78,187.42969,13.401884,2057,13,2.16
NGC4473_S79,187.48252,13.457847,2229,9,2.4
NGC4473_S80,187.49688,13.472985,2343,15,3.64
NGC4473_S81,187.47802,13.363835,2262,28,4.18
NGC4473_S82,187.50481,13.34628,2220,6,5.81
NGC4473_S83,187.49447,13.383625,2102,8,3.63
NGC4473_S84,187.46316,13.37788,2322,8,3.14
NGC4473_S85,187.47134,13.386581,2340,23,2.77
NGC4473_S86,187.4765,13.420874,2156,9,1.43
NGC4473_S87,187.40359,13.441626,2251,8,3.01
NGC4473_S88,187.39544,13.453474,2060,4,3.69
NGC4473_S89,187.41919,13.480816,2013,6,3.68
NGC4473_S90,187.42355,13.486259,2404,9,3.84
NGC4473_S91,187.36491,13.481842,2074,15,6.06
NGC4473_S92,187.3761,13.379589,2336,13,5.42
NGC4473_S93,187.39363,13.385813,2236,9,4.37
NGC4473_S94,187.40728,13.391079,2331,13,3.55
NGC4473_S95,187.40895,13.397642,2405,18,3.23
NGC4473_S96,187.47511,13.411555,2208,17,1.65
NGC4473_S97,187.41476,13.407624,2351,19,2.62
NGC4473_S98,187.41027,13.416973,2214,13,2.64
NGC4473_S99,187.49618,13.43642,2225,8,2.52
NGC4473_S100,187.4857,13.446069,2424,6,2.12
NGC4473_S101,187.50783,13.451378,2260,8,3.43
NGC4473_S102,187.52191,13.469087,2118,5,4.64
NGC4473_S103,187.52239,13.473475,2178,14,4.81
NGC4473_S104,187.49003,13.47092,2113,6,3.28
NGC4473_S105,187.55224,13.492372,2242,19,6.89
NGC4459_S1,187.226375,13.999306,1288,20,1.86
NGC4459_S2,187.222,13.96675,1113,9,1.78
NGC4459_S3,187.244667,13.965889,1372,12,0.82
NGC4459_S4,187.25603,13.98259,1060,12,0.42
NGC4459_S5,187.255292,13.975333,1037,14,0.36
NGC4459_S6,187.251708,13.964,1276,9,0.88
NGC4459_S7,187.26925,13.977972,1006,28,1.12
NGC4459_S8,187.267708,13.985417,1251,11,1.1
NGC4459_S9,187.26325,13.981583,1094,9,0.79
NGC4459_S10,187.254125,13.957,1063,27,1.32
NGC4459_S11,187.288708,13.920167,1052,12,4.16
NGC4459_S12,187.344167,13.944778,1250,9,5.84
NGC4459_S13,187.325083,13.951167,907,22,4.66
NGC4459_S14,187.235167,13.965056,1261,35,1.19
NGC4459_S15,187.22975,13.969583,1193,10,1.3
NGC4459_S16,187.242417,13.977306,1146,10,0.45
NGC4459_S17,187.244125,13.972333,1248,11,0.51
NGC4459_S18,187.252583,13.983806,1221,19,0.35
NGC4459_S19,187.254208,13.978111,1318,11,0.24
NGC4459_S20,187.249375,13.963306,1101,9,0.92
NGC4459_S21,187.251708,13.964,1266,7,0.88
NGC4459_S22,187.254542,13.96875,1103,13,0.64
NGC4459_S23,187.227667,13.929472,1123,7,3.22
NGC4459_S24,187.172,13.907056,1318,52,6.25
NGC4459_S25,187.258333,13.982972,973,46,0.55
NGC4459_S26,187.237042,13.991167,1378,24,1.07
NGC4459_S27,187.262542,13.970583,1120,22,0.87
NGC4459_S28,187.249958,13.955778,1073,26,1.37
NGC4459_S29,187.262833,13.912889,1054,16,4.01
NGC4459_S30,187.251917,13.942583,1182,15,2.16
NGC4459_S31,187.251917,13.942583,1163,9,2.16
NGC4459_S32,187.248375,13.98925,1371,12,0.65
NGC4459_S33,187.2645,14.00425,1106,20,1.75
NGC4459_S34,187.247083,13.982611,1242,17,0.3
NGC4459_S35,187.24575,13.982389,1351,37,0.34
NGC4459_S36,187.273333,13.988361,1188,12,1.47
NGC4374_S1,186.249742,12.887328,1049,21,0.93
NGC4374_S2,186.257475,12.875206,1747,67,0.85
NGC4374_S3,186.225954,12.87425,1298,17,2.44
NGC4374_S4,186.24195,12.895042,1350,14,1.47
NGC4374_S5,186.241042,12.883553,780,10,1.45
NGC4374_S6,186.27335,12.905169,1068,12,1.18
NGC4374_S7,186.2245,12.897167,1245,5,2.48
NGC4374_S8,186.248167,12.763722,954,7,7.47
NGC4374_S9,186.225542,12.899472,766,9,2.46
NGC4374_S10,186.234625,12.881639,995,8,1.84
NGC4374_S11,186.303458,12.841083,902,16,3.53
NGC4374_S12,186.197542,12.882306,1154,8,3.99
NGC4374_S13,186.229,12.847,1112,9,3.22
NGC4374_S14,186.325,12.909028,798,15,3.72
NGC4374_S15,186.27475,12.853417,1352,13,2.08
NGC4374_S16,186.280167,12.866306,1356,7,1.51
NGC4374_S17,186.310542,12.877139,550,10,2.69
NGC4374_S18,186.325583,12.854722,778,16,4.01
NGC4374_S19,186.186667,12.819417,1206,10,6.14
NGC4374_S20,186.304458,12.876028,1254,11,2.37
NGC4374_S21,186.260417,12.769806,1030,14,7.04
NGC4374_S22,186.241667,12.849667,1001,14,2.64
NGC4374_S23,186.183208,12.821194,702,13,6.23
NGC4374_S24,186.267083,12.857111,1463,17,1.79
NGC4374_S25,186.195246,12.872514,1598,22,4.21
NGC4374_S26,186.249742,12.887328,1052,9,0.93
NGC4374_S27,186.257475,12.875206,1785,15,0.85
NGC4374_S28,186.30855,12.866681,1191,11,2.79
NGC4374_S29,186.183321,12.883572,1153,24,4.82
NGC4374_S30,186.294938,12.889628,1139,13,1.72
