#ID,RA,DEC,RV,RV_err,RAD
NGC2768_S107,138.093491,60.092003,1436,16,6.5
NGC1407_S1,55.031092,-18.499864,1436,12,4.93
NGC1407_S2,55.052983,-18.594181,1883,7,0.87
NGC1407_S3,55.060592,-18.592561,1509,5,0.98
NGC1407_S4,55.074404,-18.552261,2008,6,2.19
NGC1407_S5,55.217613,-18.502664,1966,5,10.63
NGC1407_S6,54.986208,-18.603747,1951,6,3.86
NGC1407_S7,55.05315,-18.607761,2090,8,1.67
NGC1407_S8,55.193054,-18.454867,1572,11,11.1
NGC1407_S9,55.064321,-18.564747,1861,11,1.25
NGC1407_S10,55.058108,-18.5202,1539,10,3.63
NGC1407_S11,55.062392,-18.586753,1941,6,0.84
NGC1407_S12,55.212796,-18.529633,1952,6,9.77
NGC1407_S13,55.069467,-18.637011,2118,8,3.6
NGC1407_S14,54.954846,-18.599958,1163,14,5.51
NGC1407_S15,54.992904,-18.571936,1639,7,3.25
NGC1407_S16,55.0888,-18.499869,1448,20,5.31
NGC1407_S17,54.993075,-18.582139,1804,8,3.21
NGC1407_S18,55.044117,-18.607786,1271,6,1.69
NGC1407_S19,55.016133,-18.641644,1683,7,4.15
NGC1407_S20,55.003546,-18.555119,1928,7,3.01
NGC1407_S21,54.973342,-18.602131,2172,12,4.52
NGC1407_S22,55.060754,-18.577442,1733,13,0.66
NGC1407_S23,55.050771,-18.556286,1646,8,1.43
NGC1407_S24,54.977563,-18.585611,2134,10,4.1
NGC1407_S25,55.047433,-18.607422,1865,11,1.64
NGC1407_S26,55.075292,-18.662781,1793,13,5.17
NGC1407_S27,54.943633,-18.540686,1861,12,6.46
NGC1407_S28,55.110621,-18.653825,1528,8,5.63
NGC1407_S29,55.061233,-18.646342,1675,11,4.03
NGC1407_S30,55.006721,-18.546906,1409,21,3.14
NGC1407_S31,55.141879,-18.589853,1739,12,5.29
NGC1407_S32,55.073625,-18.622508,1624,7,2.89
NGC1407_S33,55.152913,-18.465175,1728,10,9.07
NGC1407_S34,55.056321,-18.504475,1834,7,4.56
NGC1407_S35,54.995017,-18.595053,1820,9,3.22
NGC1407_S36,55.089896,-18.530094,1769,12,3.78
NGC1407_S37,55.080642,-18.5159,1892,10,4.24
NGC1407_S38,55.1256,-18.455764,2062,17,8.63
NGC1407_S39,55.129354,-18.521442,2233,13,5.75
NGC1407_S40,54.99285,-18.523456,1980,5,4.68
NGC1407_S41,55.075333,-18.689406,1797,11,6.72
NGC1407_S42,55.052587,-18.535764,1679,12,2.67
NGC1407_S43,55.055021,-18.591833,1892,17,0.77
NGC1407_S44,55.098458,-18.529361,2154,14,4.13
NGC1407_S45,55.0129,-18.632664,1812,8,3.78
NGC1407_S46,55.1388,-18.539472,1785,47,5.64
NGC1407_S47,55.108821,-18.621803,1605,6,4.2
NGC1407_S48,55.047625,-18.533542,1632,13,2.8
NGC1407_S49,55.157004,-18.531033,1792,14,6.79
NGC1407_S50,55.061338,-18.541808,1924,5,2.4
NGC1407_S51,55.044963,-18.623736,1586,8,2.63
NGC1407_S52,55.206379,-18.567425,1848,9,8.96
NGC1407_S53,55.126458,-18.569978,1439,5,4.42
NGC1407_S54,55.116954,-18.522775,1928,13,5.16
NGC1407_S55,55.121188,-18.493606,1430,15,6.6
NGC1407_S56,55.115942,-18.481211,2160,9,7.04
NGC1407_S57,55.157283,-18.472922,1726,24,8.89
NGC1407_S58,55.127479,-18.50465,1587,10,6.34
NGC1407_S59,55.072438,-18.613733,1943,14,2.4
NGC1407_S60,55.111121,-18.499972,2002,13,5.95
NGC1407_S61,55.0843,-18.570969,1461,11,2.06
NGC1407_S62,54.9661,-18.577414,1726,17,4.74
NGC1407_S63,54.974175,-18.615147,1679,12,4.77
NGC1407_S64,55.062567,-18.43105,1945,23,8.97
NGC1407_S65,55.053421,-18.453031,1446,15,7.63
NGC1407_S66,54.985521,-18.512189,1699,9,5.46
NGC1407_S67,55.093542,-18.626689,1693,7,3.76
NGC1407_S68,55.13695,-18.475672,1395,13,8
NGC1407_S69,55.149946,-18.545831,1727,10,6.08
NGC1407_S70,55.02415,-18.593656,1556,5,1.65
NGC1407_S71,54.935825,-18.571058,1965,15,6.48
NGC1407_S72,55.141692,-18.598661,1987,6,5.36
NGC1407_S73,55.058663,-18.585781,1646,15,0.63
NGC1407_S74,55.048158,-18.537733,1729,15,2.54
NGC1407_S75,55.2066,-18.537133,1620,30,9.3
NGC1407_S76,55.004646,-18.569419,1466,12,2.63
NGC1407_S77,55.067583,-18.613769,1421,20,2.27
NGC1407_S78,55.108888,-18.614992,1620,8,3.98
NGC1407_S79,55.037004,-18.551039,1331,19,1.88
NGC1407_S80,54.985538,-18.578114,1557,16,3.63
NGC1407_S81,54.979742,-18.598006,1957,36,4.11
NGC1407_S82,54.964438,-18.535003,1620,11,5.54
NGC1407_S83,54.987983,-18.555689,1646,21,3.79
NGC1407_S84,55.007504,-18.544203,2048,10,3.21
NGC1407_S85,55.052604,-18.563853,1708,21,0.99
NGC1407_S86,55.159546,-18.612483,1656,13,6.56
NGC1407_S87,55.005404,-18.610122,1934,7,3.08
NGC1407_S88,55.1937,-18.570331,1508,25,8.23
NGC1407_S89,55.126258,-18.476658,1965,13,7.59
NGC1407_S90,55.080117,-18.476456,1493,26,6.46
NGC1407_S91,54.990187,-18.623542,1928,8,4.26
NGC1407_S92,55.03265,-18.599411,1784,10,1.5
NGC1407_S93,55.054508,-18.550292,1649,9,1.81
NGC1407_S94,55.123679,-18.563264,1608,24,4.34
NGC1407_S95,55.117383,-18.537283,1379,12,4.64
NGC1407_S96,55.062525,-18.587014,1932,6,0.85
NGC1407_S97,55.064013,-18.502889,2077,7,4.71
NGC1407_S98,55.072375,-18.477183,1725,12,6.31
NGC1407_S99,55.082913,-18.575364,1931,10,1.93
NGC1407_S100,55.013029,-18.54575,1939,8,2.92
NGC1407_S101,55.16295,-18.456269,2030,17,9.84
NGC1407_S102,55.075175,-18.542103,1676,7,2.71
NGC1407_S103,55.02975,-18.615539,1733,11,2.4
NGC1407_S104,55.119458,-18.442253,1919,18,9.18
NGC1407_S105,55.025596,-18.505414,1992,27,4.68
NGC1407_S106,55.024767,-18.600789,2278,6,1.87
NGC1407_S107,55.0658,-18.602594,1824,12,1.64
NGC1407_S108,55.101688,-18.587764,1807,14,3.01
NGC1407_S109,55.036763,-18.585011,1241,16,0.78
NGC1407_S110,55.121538,-18.57215,1545,14,4.13
NGC1407_S111,55.113779,-18.638628,1275,7,5.07
NGC1407_S112,54.99395,-18.501008,1632,12,5.7
NGC1407_S113,55.04135,-18.514558,1761,6,3.96
NGC1407_S114,55.138271,-18.517989,1875,9,6.28
NGC1407_S115,55.128521,-18.428789,2017,11,10.13
NGC1407_S116,55.152492,-18.452858,1857,16,9.63
NGC1407_S117,55.033563,-18.62425,1871,14,2.8
NGC1407_S118,55.04,-18.539272,1890,12,2.51
NGC1407_S119,55.116671,-18.606933,1872,17,4.15
NGC1407_S120,55.00405,-18.601175,2006,9,2.87
NGC1407_S121,55.050379,-18.607358,2057,9,1.64
NGC1407_S122,55.044833,-18.471931,1874,5,6.5
NGC1407_S123,55.053246,-18.519372,1848,8,3.65
NGC1407_S124,55.103871,-18.586281,1822,9,3.12
NGC1407_S125,55.068229,-18.644181,1928,10,3.99
NGC1407_S126,55.055871,-18.558825,1376,19,1.33
NGC1407_S127,55.071571,-18.520058,1820,17,3.82
NGC1407_S128,55.028904,-18.601475,1291,9,1.73
NGC1407_S129,54.999708,-18.573119,1837,8,2.86
NGC1407_S130,55.105225,-18.608103,1397,9,3.59
NGC1407_S131,55.074196,-18.605206,1384,8,2.06
NGC1407_S132,55.060746,-18.569261,1520,6,0.92
NGC1407_S133,55.019942,-18.603608,1917,9,2.19
NGC1407_S134,55.069383,-18.501947,1948,29,4.83
NGC1407_S135,55.041246,-18.622975,1681,17,2.61
NGC1407_S136,55.064,-18.536892,1916,6,2.72
NGC1407_S137,55.125675,-18.421267,1987,33,10.47
NGC1407_S138,55.043104,-18.525797,1778,16,3.28
NGC1407_S139,55.0317,-18.6292,1401,16,3.11
NGC1407_S140,55.227308,-18.506614,1975,53,11.04
NGC1407_S141,55.067588,-18.668828,1506,14,5.42
NGC1407_S142,55.158892,-18.567089,1584,31,6.27
NGC1407_S143,55.033596,-18.682089,1750,13,6.18
NGC1407_S144,55.108738,-18.628986,1818,6,4.47
NGC1407_S145,55.064483,-18.668336,1690,19,5.36
NGC1407_S146,55.030625,-18.547744,1452,10,2.22
NGC1407_S147,54.999763,-18.612861,1926,11,3.44
NGC1407_S148,55.062454,-18.5918,1577,11,1.02
NGC1407_S149,55.092775,-18.5626,1710,10,2.68
NGC1407_S150,55.076438,-18.537525,1738,11,2.98
NGC1407_S151,55.048721,-18.490317,1791,20,5.39
NGC1407_S152,55.076104,-18.464692,1476,23,7.09
NGC1407_S153,55.112608,-18.591733,1721,8,3.66
NGC1407_S154,55.133062,-18.479528,2315,17,7.68
NGC1407_S155,55.25375,-18.640153,1465,9,12.17
NGC1407_S156,55.23805,-18.516714,1671,9,11.38
NGC1407_S157,55.248638,-18.446392,1396,12,13.88
NGC1407_S158,55.199988,-18.520458,1506,11,9.28
NGC1407_S159,55.232554,-18.443008,1810,13,13.27
NGC1407_S160,55.206213,-18.475908,1740,11,10.89
NGC1407_S161,55.202017,-18.500231,1809,25,9.91
NGC1407_S162,55.215738,-18.549617,1605,11,9.63
NGC1407_S163,55.212013,-18.547219,1734,12,9.46
NGC1407_S164,55.293379,-18.645792,1401,15,14.42
NGC1407_S165,55.204725,-18.443547,1522,12,12.05
NGC1407_S166,55.244821,-18.638194,1558,20,11.65
NGC1407_S167,55.257167,-18.568561,1880,15,11.84
NGC1407_S168,55.280542,-18.587044,1510,15,13.15
NGC1407_S169,55.22095,-18.468367,1658,29,11.84
NGC1407_S170,55.209042,-18.486758,1782,23,10.67
NGC1407_S171,55.239992,-18.483558,2188,20,12.29
NGC1407_S172,55.228392,-18.588619,2092,35,10.19
NGC1407_S173,55.216096,-18.4811,1708,20,11.19
NGC1407_S174,55.219013,-18.478603,1670,10,11.41
NGC1407_S175,55.117646,-18.717783,1505,5,9.13
NGC1407_S176,55.068533,-18.633122,1939,5,3.36
NGC1407_S177,55.109254,-18.609608,1767,6,3.84
NGC1407_S178,55.095542,-18.616272,2056,6,3.4
NGC1407_S179,55.04445,-18.6119,1656,7,1.93
NGC1407_S180,55.053163,-18.668475,2162,7,5.31
NGC1407_S181,55.073558,-18.566922,2051,7,1.58
NGC1407_S182,55.073108,-18.776175,1668,8,11.84
NGC1407_S183,55.045346,-18.583444,1534,29,0.31
NGC1407_S184,55.063854,-18.705056,1742,8,7.54
NGC1407_S185,55.058908,-18.567439,1553,9,0.93
NGC1407_S186,55.059138,-18.563889,1814,10,1.12
NGC1407_S187,55.11075,-18.688456,1978,9,7.38
NGC1407_S188,55.059825,-18.571914,2008,13,0.77
NGC1407_S189,55.051496,-18.546214,2108,17,2.04
NGC1407_S190,55.076471,-18.621342,1380,8,2.91
NGC1407_S191,55.063788,-18.542444,2019,20,2.4
NGC1407_S192,55.059458,-18.549294,1810,10,1.94
NGC1407_S193,55.057338,-18.589364,1493,10,0.71
NGC1407_S194,55.0714,-18.601392,1922,9,1.79
NGC1407_S195,55.061963,-18.551481,1592,15,1.86
NGC1407_S196,55.053988,-18.580292,1945,10,0.26
NGC1407_S197,55.051563,-18.561747,1771,11,1.11
NGC1407_S198,55.056542,-18.626514,1850,12,2.81
NGC1407_S199,55.055288,-18.658917,1833,11,4.74
NGC1407_S200,55.056908,-18.629425,1810,24,2.99
NGC1407_S201,55.085642,-18.632239,1284,16,3.75
NGC1407_S202,55.072875,-18.707372,1839,15,7.75
NGC1407_S203,55.072475,-18.554286,2298,17,2.03
NGC1407_S204,55.080588,-18.676353,1788,14,6.04
NGC1407_S205,55.060096,-18.590631,1778,26,0.88
NGC1407_S206,55.076863,-18.608494,1570,15,2.31
NGC1407_S207,55.074442,-18.591506,1940,29,1.58
NGC1407_S208,55.087125,-18.709969,1257,16,8.08
NGC1407_S209,55.056713,-18.541028,1772,28,2.38
NGC1407_S210,55.051796,-18.666772,1699,18,5.2
NGC1407_S211,55.099721,-18.63865,1787,14,4.53
NGC1407_S212,55.076983,-18.657264,1667,28,4.89
NGC1407_S213,55.073646,-18.651681,1687,23,4.51
NGC1407_S214,55.123038,-18.742192,1867,17,10.59
NGC1407_S215,55.063417,-18.66115,1786,21,4.93
NGC1407_S216,55.069854,-18.583692,1808,55,1.18
NGC1407_S217,55.084683,-18.591614,1877,13,2.12
NGC1407_S218,55.029575,-18.588053,1643,7,1.22
NGC1407_S219,55.024646,-18.595842,1792,6,1.7
NGC1407_S220,54.907333,-18.655794,1824,6,9.27
NGC1407_S221,55.061046,-18.573961,1515,36,0.76
NGC1407_S222,54.969517,-18.629297,1530,7,5.42
NGC1407_S223,54.966488,-18.570692,1766,11,4.75
NGC1407_S224,54.8708,-18.640953,1911,9,10.79
NGC1407_S225,55.010879,-18.540103,1647,8,3.25
NGC1407_S226,54.994354,-18.591039,1575,6,3.2
NGC1407_S227,54.981475,-18.607242,1998,8,4.19
NGC1407_S228,54.981021,-18.634575,1679,6,5.08
NGC1407_S229,54.945396,-18.611525,1521,9,6.21
NGC1407_S230,55.032046,-18.601133,1821,12,1.6
NGC1407_S231,55.057225,-18.583772,1479,11,0.5
NGC1407_S232,54.998342,-18.6005,2033,11,3.15
NGC1407_S233,55.015192,-18.587692,1461,8,2
NGC1407_S234,55.011675,-18.572911,2017,9,2.19
NGC1407_S235,54.957808,-18.656658,1706,12,6.95
NGC1407_S236,55.039979,-18.557625,1403,14,1.45
NGC1407_S237,55.0114,-18.628108,1669,16,3.6
NGC1407_S238,54.938067,-18.655553,2147,14,7.78
NGC1407_S239,55.019521,-18.584378,1840,15,1.72
NGC1407_S240,54.966954,-18.640614,1806,21,5.93
NGC1407_S241,55.014479,-18.573439,1653,16,2.03
NGC1407_S242,54.89755,-18.658086,2092,21,9.82
NGC1407_S243,55.007367,-18.603117,1852,18,2.76
NGC1407_S244,54.967683,-18.655378,1772,23,6.48
NGC1407_S245,54.976354,-18.640633,2226,16,5.52
NGC1407_S246,54.977004,-18.619567,1880,22,4.75
NGC1407_S247,55.019488,-18.567883,1792,24,1.85
NGC1407_S248,55.025675,-18.569186,1911,10,1.5
NGC1407_S249,55.018137,-18.56985,1646,10,1.88
NGC1407_S250,55.044529,-18.565611,1580,13,0.91
NGC1407_S251,55.0397,-18.569856,1648,7,0.83
NGC1407_S252,55.052288,-18.549094,1656,15,1.87
NGC1407_S253,55.075554,-18.562328,1666,12,1.83
NGC1407_S254,55.077892,-18.599725,1802,16,2
NGC1407_S255,54.981608,-18.517258,2208,10,5.39
NGC1407_S256,55.04615,-18.589936,1672,18,0.62
NGC1407_S257,55.093863,-18.632275,1686,23,4.02
NGC1407_S258,55.090046,-18.588636,1708,13,2.37
NGC1407_S259,55.018129,-18.562178,2077,11,2.08
NGC1407_S260,55.102383,-18.591475,1950,22,3.09
NGC1407_S261,55.066433,-18.609242,1811,11,2
NGC1407_S262,55.019104,-18.543864,1809,12,2.78
NGC1407_S263,55.023258,-18.553853,1648,8,2.17
NGC1407_S264,55.043329,-18.572686,1884,8,0.56
NGC1407_S265,55.145442,-18.591361,2475,15,5.5
NGC1407_S266,55.141179,-18.614908,2006,24,5.62
NGC1407_S267,55.074329,-18.619503,1814,19,2.76
NGC1407_S268,55.079892,-18.581272,1793,9,1.73
NGC1407_S269,55.111425,-18.626269,1551,24,4.48
NGC1407_S270,55.019383,-18.575253,1849,9,1.73
NGC1407_S271,55.020696,-18.545139,1655,20,2.66
NGC1407_S272,55.120846,-18.573664,1700,19,4.08
NGC1407_S273,54.99325,-18.537478,1603,17,4.09
NGC1407_S274,55.0857,-18.596058,1211,29,2.27
NGC1407_S275,55.127529,-18.579069,1982,17,4.44
NGC1407_S276,55.035821,-18.513367,1439,29,4.08
NGC1407_S277,55.05505,-18.582578,1577,14,0.35
NGC1407_S278,55.021463,-18.548828,1564,8,2.46
NGC1407_S279,55.1369,-18.653372,1735,14,6.64
NGC1407_S280,55.049792,-18.557092,2153,14,1.38
NGC1407_S281,55.102021,-18.630689,1699,9,4.26
NGC1407_S282,55.043075,-18.510558,2200,14,4.19
NGC1407_S283,55.136592,-18.616578,1606,15,5.42
NGC1407_S284,55.031067,-18.556558,1401,13,1.76
NGC1407_S285,55.092729,-18.569161,1929,14,2.55
NGC1407_S286,55.003371,-18.547628,1623,16,3.26
NGC1407_S287,55.113896,-18.614553,2012,17,4.21
NGC1407_S288,55.118733,-18.601522,1656,14,4.15
NGC1407_S289,54.964963,-18.518025,1914,35,6.08
NGC1407_S290,55.111058,-18.623372,1984,35,4.36
NGC1407_S291,55.011042,-18.514156,1759,13,4.52
NGC1407_S292,55.039721,-18.555008,1461,24,1.6
NGC1407_S293,55.089233,-18.599842,1472,13,2.56
NGC1407_S294,55.080829,-18.589775,1945,25,1.88
NGC1407_S295,55.039804,-18.579208,2085,9,0.55
NGC1407_S296,54.980296,-18.483656,1899,19,7
NGC1407_S297,54.98015,-18.542789,1797,25,4.53
NGC1407_S298,55.091017,-18.592633,1440,15,2.48
NGC1407_S299,55.181371,-18.625983,1751,13,7.99
NGC1407_S300,55.063542,-18.606875,2238,24,1.8
NGC1407_S301,54.965275,-18.526861,1713,12,5.75
NGC1407_S302,55.009425,-18.512342,2051,26,4.66
NGC1407_S303,55.125913,-18.646381,1729,17,5.89
NGC1407_S304,55.031663,-18.580106,1536,5,1.01
NGC1407_S305,55.030346,-18.543067,1996,17,2.47
NGC1407_S306,55.095567,-18.623464,1244,29,3.7
NGC1407_S307,55.073,-18.581189,1702,14,1.34
NGC1407_S308,55.017792,-18.481931,1518,8,6.16
NGC1407_S309,55.099392,-18.607408,1570,29,3.28
NGC1407_S310,55.012875,-18.620108,1712,37,3.17
NGC1407_S311,55.054179,-18.428133,1376,15,9.12
NGC1407_S312,54.999475,-18.438258,1789,33,8.97
NGC1407_S313,55.108671,-18.392189,2028,43,11.77
NGC1407_S314,55.069446,-18.413822,1756,33,10.04
NGC1407_S315,55.060842,-18.428211,1628,18,9.14
NGC1407_S316,54.996204,-18.451456,1824,18,8.29
NGC1407_S317,54.969942,-18.438325,1602,21,9.63
NGC1407_S318,54.917379,-18.495622,1712,12,9.06
NGC1407_S319,54.996775,-18.458353,2121,23,7.9
NGC1407_S320,54.956075,-18.444617,1858,22,9.71
NGC1407_S321,54.863929,-18.605089,2019,8,10.66
NGC1407_S322,54.822104,-18.6148,2257,15,13.09
NGC1407_S323,54.841904,-18.634108,1807,11,12.24
NGC1407_S324,54.794417,-18.573364,2247,20,14.51
NGC1407_S325,55.004683,-18.688858,1788,9,7
NGC1407_S326,55.0833,-18.727389,2002,20,9.04
NGC1407_S327,54.949829,-18.688103,1618,12,8.61
NGC1407_S328,54.924967,-18.706581,2143,11,10.38
NGC1407_S329,55.0336,-18.682081,1767,21,6.18
NGC1407_S330,55.0011,-18.728997,1974,16,9.35
NGC1407_S331,54.909704,-18.694453,1871,13,10.5
NGC1407_S332,55.010954,-18.678911,1916,17,6.32
NGC1407_S333,55.049338,-18.705592,1810,19,7.53
NGC1407_S334,55.075346,-18.689392,1813,22,6.72
NGC1407_S335,54.960558,-18.700536,2301,18,8.82
NGC1407_S336,54.933146,-18.698703,1496,20,9.71
NGC1407_S337,55.047142,-18.732244,1654,15,9.13
NGC1407_S338,55.027588,-18.711864,2020,13,8
NGC1407_S339,54.974,-18.693628,1751,23,8.05
NGC1407_S340,55.052221,-18.661625,1554,28,4.89
NGC1407_S341,55.067596,-18.668819,1538,22,5.42
NGC1407_S342,54.862392,-18.688247,1985,15,12.46
NGC1407_S343,54.871288,-18.551375,1604,20,10.28
NGC1407_S344,54.876525,-18.639256,1148,14,10.45
NGC1407_S345,54.886737,-18.621356,1427,27,9.58
NGC1407_S346,54.879875,-18.634053,2184,29,10.17
NGC1407_S347,54.886508,-18.624733,1772,19,9.64
NGC1407_S348,54.881675,-18.575839,1910,22,9.54
NGC1407_S349,55.105987,-18.605636,2688,2,3.56
NGC1407_S350,54.99425,-18.528806,1575,32,4.4
NGC1407_S351,54.962208,-18.590361,1878,19,5
NGC1407_S352,54.9695,-18.556667,1653,7,4.76
NGC1407_S353,54.981958,-18.518778,1625,5,5.32
NGC1407_S354,54.966375,-18.594917,2168,15,4.81
NGC1407_S355,54.943708,-18.414806,1921,13,11.6
NGC1407_S356,54.962375,-18.553583,1722,5,5.2
NGC1407_S357,54.981917,-18.462333,1805,8,8.04
NGC1407_S358,54.964875,-18.525222,1463,18,5.83
NGC1407_S359,54.969542,-18.511306,2266,20,6.14
NGC1407_S360,54.958833,-18.479167,2093,12,7.95
NGC1407_S361,54.971875,-18.534083,1965,9,5.2
NGC1407_S362,54.961708,-18.498056,1203,16,7.01
NGC1407_S363,55.002167,-18.568194,2194,11,2.78
NGC1407_S364,54.954208,-18.567667,2355,10,5.47
NGC1407_S365,54.963417,-18.596917,1540,43,4.99
NGC1407_S366,54.995375,-18.588222,1562,23,3.11
NGC1407_S367,54.956875,-18.412583,2089,54,11.35
NGC1407_S368,54.956333,-18.560361,1758,8,5.42
NGC1407_S369,54.997625,-18.615611,1710,27,3.63
NGC1407_S370,54.960417,-18.430722,1888,23,10.29
NGC1407_S371,54.942917,-18.610333,1526,13,6.32
NGC1407_S372,54.994208,-18.62725,1895,34,4.23
NGC1407_S373,54.953542,-18.556333,1791,9,5.64
NGC1407_S374,54.948875,-18.532333,2180,21,6.4
NGC1400_S1,54.862196,-18.629069,610,6,3.66
NGC1400_S2,54.813729,-18.547564,617,11,9.2
NGC1400_S3,54.8815,-18.761608,824,16,4.42
NGC1400_S4,54.900954,-18.690822,722,23,1.29
NGC1400_S5,54.884983,-18.777325,607,52,5.37
NGC1400_S6,54.872904,-18.660333,344,10,1.69
NGC1400_S7,54.883217,-18.682536,796,16,0.43
NGC1400_S8,54.884929,-18.704814,482,12,1.07
NGC1400_S9,54.895846,-18.737467,550,16,3.12
NGC1400_S10,54.859367,-18.671383,543,16,1.48
NGC1400_S11,54.884558,-18.714133,411,15,1.6
NGC1400_S12,54.849513,-18.667017,543,21,2.08
NGC1400_S13,54.935963,-18.748683,685,26,4.89
NGC1400_S14,54.864813,-18.691531,503,14,0.8
NGC1400_S15,54.861333,-18.699094,500,23,1.18
NGC1400_S16,54.843146,-18.728006,794,20,3.13
NGC1400_S17,54.875954,-18.666658,603,21,1.29
NGC1400_S18,54.845754,-18.651192,606,19,2.89
NGC1400_S19,54.864517,-18.639625,548,17,3.01
NGC1400_S20,54.868158,-18.678494,670,23,0.82
NGC1400_S21,54.888867,-18.690342,596,16,0.61
NGC1400_S22,54.875358,-18.647114,601,35,2.46
NGC1400_S23,54.869904,-18.687697,515,7,0.49
NGC1400_S24,54.853296,-18.710706,887,20,1.97
NGC1400_S25,54.878796,-18.694542,756,9,0.39
NGC1400_S26,54.884429,-18.673489,625,10,0.94
NGC1400_S27,54.882954,-18.681,741,9,0.49
NGC1400_S28,54.860083,-18.66765,782,9,1.61
NGC1400_S29,54.884354,-18.685481,665,12,0.37
NGC1400_S30,54.915917,-18.653469,414,8,2.97
NGC1400_S31,54.895254,-18.652672,645,11,2.33
NGC1400_S32,54.864771,-18.704642,407,12,1.26
NGC1400_S33,54.891025,-18.678414,414,11,0.92
NGC1400_S34,54.910633,-18.666447,624,11,2.24
NGC1400_S35,54.833925,-18.70865,554,22,2.82
NGC1400_S36,54.90475,-18.657381,571,11,2.37
NGC1400_S37,54.876133,-18.697756,705,14,0.6
NGC1400_S38,54.949604,-18.663506,425,12,4.3
NGC1400_S39,54.934338,-18.664392,604,14,3.48
NGC1400_S40,54.877583,-18.638608,645,17,2.97
NGC1400_S41,54.834775,-18.697242,424,28,2.54
NGC1400_S42,54.920258,-18.689811,692,19,2.38
NGC1400_S43,54.875304,-18.677675,762,36,0.65
NGC1400_S44,54.947667,-18.621214,872,15,5.62
NGC1400_S45,54.867704,-18.698006,861,27,0.85
NGC1400_S46,54.926142,-18.667911,489,15,2.97
NGC1400_S47,54.876371,-18.669856,569,9,1.1
NGC1400_S48,54.896,-18.704964,444,11,1.42
NGC1400_S49,54.878933,-18.693725,615,9,0.34
NGC1400_S50,55.017471,-18.719286,722,14,8.12
NGC1400_S51,54.885325,-18.683881,573,32,0.46
NGC1400_S52,54.978258,-18.686467,616,16,5.67
NGC1400_S53,54.920892,-18.686933,506,15,2.41
NGC1400_S54,54.842883,-18.708661,445,41,2.37
NGC1400_S55,54.856667,-18.687528,402,25,1.24
NGC1400_S56,54.871029,-18.691017,534,24,0.46
NGC1400_S57,54.831725,-18.707242,511,14,2.9
NGC1400_S58,54.937313,-18.703342,475,32,3.47
NGC1400_S59,54.906963,-18.704011,712,32,1.88
NGC1400_S60,54.900771,-18.70505,440,13,1.63
NGC1400_S61,54.883854,-18.6612,594,11,1.64
NGC1400_S62,54.886496,-18.683831,836,11,0.52
NGC1400_S63,54.894817,-18.720925,401,10,2.18
NGC1400_S64,54.917317,-18.799769,720,29,7.06
NGC1400_S65,54.841217,-18.652475,712,7,3.01
NGC1400_S66,54.883375,-18.673314,569,14,0.93
NGC1400_S67,54.90875,-18.7419,483,8,3.66
NGC1400_S68,54.860067,-18.657733,725,8,2.1
NGC1023_S1,40.14605,39.03704,767,25,2.66
NGC1023_S2,40.17797,39.05247,742,19,3.69
NGC1023_S3,39.99581,39.01181,751,20,5.75
NGC1023_S4,40.21301,39.06624,598,16,5.27
NGC1023_S5,40.22805,39.09853,778,11,6.33
NGC1023_S6,40.14819,39.10213,743,14,3.23
NGC1023_S7,40.08147,39.07689,526,26,1.19
NGC1023_S8,40.08331,39.0772,447,9,1.14
NGC1023_S9,40.13641,39.09238,532,5,2.43
NGC1023_S10,40.15524,39.07166,720,21,2.62
NGC1023_S11,40.12738,39.0594,766,10,1.29
NGC1023_S12,40.12752,39.05036,613,10,1.5
NGC1023_S13,40.13137,39.06051,861,8,1.47
NGC1023_S14,40.13146,39.05649,714,12,1.52
NGC1023_S15,40.13148,39.06511,345,11,1.47
NGC1023_S16,40.13299,39.04868,715,20,1.77
NGC1023_S17,40.15425,39.06447,755,3,2.53
NGC1023_S18,40.15431,39.07826,744,11,2.68
NGC1023_S19,40.05571,39.03985,675,14,2.5
NGC1023_S20,40.08107,39.02382,811,8,2.53
NGC1023_S21,40.1014,39.07375,690,10,0.63
NGC1023_S22,40.10354,39.05821,570,6,0.35
NGC1023_S23,40.11424,39.06335,567,5,0.66
NGC1023_S24,40.17766,39.08356,706,5,3.82
NGC1023_S25,40.11032,39.08754,711,24,1.53
NGC1023_S26,39.955566,39.012066,558,17,7.4
NGC1023_S27,40.241921,39.057297,695,23,6.62
NGC1023_S28,40.08582,39.02074,706,34,2.64
NGC1023_S29,40.05077,39.06076,481,9,2.3
NGC1023_S30,40.05184,39.0641,417,12,2.25
NGC1023_S31,40.0621,39.05259,484,20,1.88
NGC1023_S32,40.06492,39.05757,401,26,1.67
NGC1023_S33,40.06939,39.06017,528,13,1.44
NGC1023_S34,40.08119,39.07013,539,15,0.97
NGC1023_S35,40.14015,39.06997,849,15,1.91
NGC1023_S36,40.08319,39.06126,472,6,0.79
NGC1023_S37,40.087,39.05833,592,14,0.68
NGC1023_S38,40.11028,39.06268,885,19,0.48
NGC1023_S39,40.10731,39.05419,626,27,0.64
NGC1023_S40,40.04559,39.04382,368,18,2.79
NGC1023_S41,40.12062,39.07409,872,19,1.16
NGC1023_S42,40.153983,39.057836,737,8,2.53
NGC1023_S43,40.153454,39.051417,735,13,2.59
NGC1023_S44,40.157896,39.05875,739,10,2.71
NGC1023_S45,40.1617,39.05466,727,5,2.92
