Line_number2,objID,ra,dec,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,specObjID,Redshift
816,1237651271884996929,124.079163751022,48.3912352772014,STAR,26.15562,20.27711,19.09575,18.8647,18.70711,4158118867648573440,3.576094
820,1237651271895941217,159.844428075466,64.5714980662503,STAR,19.45813,19.17265,19.11041,19.07951,18.93244,550579105599350784,2.129701
820,1237651271895941217,159.844428075466,64.5714980662503,STAR,19.45813,19.17265,19.11041,19.07951,18.93244,7974785711705092096,2.122906
826,1237651272422588556,124.955330513101,49.9029761521528,GALAXY,18.66103,18.02942,17.49182,17.05725,16.86997,495567240024844288,0.1396226
826,1237651272422588556,124.955330513101,49.9029761521528,GALAXY,18.66103,18.02942,17.49182,17.05725,16.86997,495563666159069184,0.1395739
827,1237651272424358245,129.226428053853,53.0915541929331,STAR,20.75904,20.60785,20.34663,20.33666,20.19013,8211342065327075328,0.9988952
828,1237651272424423451,129.244944451738,53.1638987956032,STAR,18.54948,18.2605,18.33916,18.20874,18.21283,500049673566840832,0.5437519
830,1237651272424423730,129.231117188701,53.1980764431542,STAR,21.77381,21.0238,21.05465,20.98393,20.90401,5806416552052584448,2.224102
830,1237651272424423730,129.231117188701,53.1980764431542,STAR,21.77381,21.0238,21.05465,20.98393,20.90401,5805185373940936704,2.224624
830,1237651272424423730,129.231117188701,53.1980764431542,STAR,21.77381,21.0238,21.05465,20.98393,20.90401,8211339316548005888,2.224113
845,1237651272953627010,114.447367247662,38.8278710761778,STAR,19.89067,19.39235,19.20477,19.30216,19.12508,4122153842371129344,0.7934068
845,1237651272953627010,114.447367247662,38.8278710761778,STAR,19.89067,19.39235,19.20477,19.30216,19.12508,4122154398871384064,0.7936858
850,1237651272956641619,119.070007088277,44.9356508814297,STAR,19.85046,19.47357,19.08178,19.02167,18.97934,491024057492334592,1.165839
851,1237651272956707008,119.115732348719,44.9767846623335,STAR,19.57963,19.16564,18.82849,18.61903,18.36204,491021858469079040,2.040742
853,1237651272956707631,119.218343280083,45.0440193743096,STAR,23.13498,20.25937,19.93925,19.99653,20.29937,5095968207169843200,3.184843
858,1237651272956838416,119.340390629618,45.2361922089821,STAR,20.45463,20.61523,20.16775,20.16369,20.17744,7194596441871544320,1.354421
860,1237651272958476639,122.682214015786,48.2926348771782,STAR,24.57077,20.81728,19.31415,17.79565,16.94737,4151414596521619456,1.750665E-05
863,1237651272959459772,124.58236152229,50.0482412004394,STAR,21.00724,21.05263,20.56029,20.57572,20.35887,4152574581356032000,1.179971
869,1237651272960901446,127.824828352054,52.686398259135,STAR,20.6175,20.53119,20.35001,20.02638,20.3082,8193254549411786752,1.456492
870,1237651272960901284,127.810600557785,52.7068958554726,GALAXY,17.36834,15.86431,15.07386,14.62892,14.31153,499953741177317376,0.06395206
871,1237651272960901317,127.912863590493,52.7015576016772,GALAXY,17.97604,16.51132,15.81371,15.39751,15.09957,499952091909875712,0.05864288
872,1237651272960901355,127.876851682507,52.750732150341,GALAXY,20.03087,17.87648,16.74197,16.21145,15.82638,499954565811038208,0.1403816
876,1237651272960901698,127.900117820537,52.7196692954207,STAR,24.13854,21.70308,21.55206,21.25935,21.33674,4160426192866570240,2.854399
876,1237651272960901698,127.900117820537,52.7196692954207,STAR,24.13854,21.70308,21.55206,21.25935,21.33674,8193251250876903424,2.855456
886,1237651272960966786,127.822110703472,52.9005074859048,STAR,20.3437,19.88176,19.78022,19.56933,19.68098,8193262520871088128,1.456037
890,1237651272960966950,127.924429998771,52.9035366634625,STAR,20.84721,20.87812,20.8679,20.5484,20.53149,8193253175022252032,2.18404
903,1237651272961425750,129.16163119206,53.6425882745655,STAR,21.10656,20.82359,20.61502,20.44692,20.59746,5805191696132796416,1.251509
904,1237651272964964483,139.45179360754,59.4489961405294,STAR,19.61082,19.48072,19.16814,19.08183,19.13532,545102162917615616,1.089827
906,1237651272966144246,143.558755170128,61.2934294406335,GALAXY,20.69662,18.56972,17.14565,16.62099,16.25047,547259679659550720,0.2083572
907,1237651272966209769,143.897486857527,61.3220316647497,GALAXY,21.10201,20.11542,19.16855,18.73248,18.50878,8383461814243618816,0.202305
908,1237651272966209810,143.877911464867,61.2899797486855,STAR,20.66924,20.65128,20.65309,20.56114,20.15892,6440275121252528128,1.857926
912,1237651272966275163,143.964996117993,61.3531474422855,GALAXY,16.58366,14.88678,14.08146,13.59357,13.1426,547250883566528512,0.03938571
913,1237651272966275184,143.909573331763,61.4052739178605,GALAXY,25.21824,20.35206,18.93859,18.34003,17.94617,8383457416197107712,0.2419122
915,1237651272966275260,143.929625180007,61.3316067175269,GALAXY,19.90032,18.71627,17.8328,17.33234,17.12786,6440276220764155904,0.202526
916,1237651272966275374,143.951513098532,61.3186080065334,STAR,21.83141,20.34174,19.99496,20.03057,19.84625,8383454117662224384,2.879364
917,1237651272966275380,143.890594611546,61.3977899800846,GALAXY,20.89182,19.96593,19.11891,18.70771,18.46317,6440278419787411456,0.2417994
919,1237651272966275457,143.839105112989,61.3942413586947,STAR,23.94173,21.96628,20.51193,20.00805,20.09613,8383457141319200768,4.044589
919,1237651272966275457,143.839105112989,61.3942413586947,STAR,23.94173,21.96628,20.51193,20.00805,20.09613,6440277045397876736,4.042558
930,1237651272969355369,157.345925579399,65.0500056191311,GALAXY,18.91357,18.7523,18.34476,17.92168,17.88484,550626384599345152,0.2016234
933,1237651273497903474,127.463040821342,53.3192802495572,GALAXY,20.09795,19.74031,19.2388,18.9577,18.37413,5805265913167671296,0.3532875
934,1237651273497903303,127.503171263612,53.3064522252496,STAR,19.84073,19.89925,19.63451,19.52801,19.41977,5805263439266508800,1.44993
936,1237651273497903660,127.631072874967,53.2638864548785,GALAXY,22.96,22.81827,21.36698,20.91673,20.67079,5805254918051393536,0.3994527
944,1237651273501573359,138.003495108758,59.3861457972849,STAR,21.054,20.74416,20.74452,20.67615,20.27707,6426910557467242496,0.7293683
949,1237651274035822868,129.474736050298,55.4247981208729,STAR,20.59583,20.84712,20.49797,20.53239,20.59458,8302448148728180736,1.199056
952,1237651274037329960,133.675018818202,57.9583370325681,STAR,18.12015,18.142,17.74009,17.74069,17.78836,543898472479221760,1.317705
952,1237651274037329960,133.675018818202,57.9583370325681,STAR,18.12015,18.142,17.74009,17.74069,17.78836,543905345097984000,1.317368
952,1237651274037329960,133.675018818202,57.9583370325681,STAR,18.12015,18.142,17.74009,17.74069,17.78836,543906444307621888,1.317704
1015,1237659896175264136,263.467643376845,54.0084601575779,STAR,21.55306,17.62631,17.10123,17.06318,16.96416,404373744090376192,3.424508
1015,1237659896175264136,263.467643376845,54.0084601575779,STAR,21.55306,17.62631,17.10123,17.06318,16.96416,405386668489598976,3.424579
1015,1237659896175264136,263.467643376845,54.0084601575779,STAR,21.55306,17.62631,17.10123,17.06318,16.96416,405386943971485696,3.424543
1015,1237659896175264136,263.467643376845,54.0084601575779,STAR,21.55306,17.62631,17.10123,17.06318,16.96416,407637647343773696,3.424562
1019,1237659896175395291,263.924478751536,53.7225471480415,STAR,20.36308,19.91096,19.70059,19.48268,19.45242,405383369954715648,1.619463
1019,1237659896175395291,263.924478751536,53.7225471480415,STAR,20.36308,19.91096,19.70059,19.48268,19.45242,405381171535439872,1.618132
1019,1237659896175395291,263.924478751536,53.7225471480415,STAR,20.36308,19.91096,19.70059,19.48268,19.45242,407633249297262592,1.617338
1021,1237659896710365359,262.494856112121,57.9773558165908,STAR,17.69549,17.55191,17.35888,17.32744,17.32226,400844036182665216,1.343766
1021,1237659896710365359,262.494856112121,57.9773558165908,STAR,17.69549,17.55191,17.35888,17.32744,17.32226,412104413633603584,1.343997
1024,1237655746702016548,260.808920304846,65.7961451037778,STAR,17.60116,17.31672,16.94435,16.87973,16.87463,394231022021011456,1.440901
1035,1237671767468933147,258.899808987305,63.3933358721508,STAR,18.8728,18.33343,18.17218,17.8935,17.64198,396453961298634752,2.181144
1035,1237671767468933147,258.899808987305,63.3933358721508,STAR,18.8728,18.33343,18.17218,17.8935,17.64198,396449561658288128,2.181381
1036,1237671767468933131,258.818929398313,63.496013939656,STAR,18.96823,18.84996,18.59712,18.5022,18.52786,396444340571891712,1.211963
1036,1237671767468933131,258.818929398313,63.496013939656,STAR,18.96823,18.84996,18.59712,18.5022,18.52786,396444613855963136,1.212366
1040,1237656529458430061,263.966359875739,53.9210060852806,STAR,18.52673,18.17677,17.86706,17.80265,17.66798,405384194588436480,0.9554833
1040,1237656529458430061,263.966359875739,53.9210060852806,STAR,18.52673,18.17677,17.86706,17.80265,17.66798,405384195192416256,0.9552149
1040,1237656529458430061,263.966359875739,53.9210060852806,STAR,18.52673,18.17677,17.86706,17.80265,17.66798,407634898564704256,0.954876
1041,1237656529458430544,263.959623777491,53.8853517216981,STAR,20.83766,20.37492,20.40455,20.15276,20.03858,405383095076808704,1.631884
1041,1237656529458430544,263.959623777491,53.8853517216981,STAR,20.83766,20.37492,20.40455,20.15276,20.03858,405383095680788480,1.630963
1041,1237656529458430544,263.959623777491,53.8853517216981,STAR,20.83766,20.37492,20.40455,20.15276,20.03858,407634073930983424,1.635947
1042,1237656529458430437,264.160877127145,53.9090195396242,GALAXY,20.37849,20.02665,19.29636,18.74058,18.46978,405360280210532352,0.4081067
1042,1237656529458430437,264.160877127145,53.9090195396242,GALAXY,20.37849,20.02665,19.29636,18.74058,18.46978,405361380326139904,0.4081412
1042,1237656529458430437,264.160877127145,53.9090195396242,GALAXY,20.37849,20.02665,19.29636,18.74058,18.46978,407614282721683456,0.408135
1051,1237651312682008958,263.01287392842,61.2977486631386,GALAXY,18.82987,18.59404,18.34251,18.22581,17.7425,398740945534740480,0.3580821
1053,1237655746705162420,264.538766196142,58.7149280051197,GALAXY,16.59329,14.87259,14.09329,13.69864,13.4545,400994944153577472,0.02873791
1053,1237655746705162420,264.538766196142,58.7149280051197,GALAXY,16.59329,14.87259,14.09329,13.69864,13.4545,412253122581260288,0.02869779
1054,1237656531067142448,264.318888262537,58.477646989622,STAR,19.47848,19.26291,19.14352,18.81856,18.75104,400829192775690240,1.774355
1054,1237656531067142448,264.318888262537,58.477646989622,STAR,19.47848,19.26291,19.14352,18.81856,18.75104,412085447058024448,1.773146
1055,1237655746705293760,264.505045180529,58.5034076603914,GALAXY,20.27813,19.8074,18.8508,18.39107,17.96132,400831391798945792,0.3301614
1055,1237655746705293760,264.505045180529,58.5034076603914,GALAXY,20.27813,19.8074,18.8508,18.39107,17.96132,412088195837093888,0.3302011
1059,1237651495754334286,114.509859034874,38.5211954399268,STAR,17.50849,17.26908,16.97425,16.98543,16.9135,485422320526059520,1.019625
1062,1237651495754399838,114.416521786492,38.7370228931059,STAR,18.79185,17.67857,16.99944,16.89355,16.97614,485417922479548416,1.401156
1062,1237651495754399838,114.416521786492,38.7370228931059,STAR,18.79185,17.67857,16.99944,16.89355,16.97614,4125386407110438912,1.403269
1064,1237651495754400363,114.390780919283,38.7018806073492,STAR,20.85756,20.40785,20.31265,20.13904,19.85727,485408026874898432,0.6917374
1070,1237651495756497042,117.727683550024,42.8720159650268,STAR,16.1344,16.16667,16.09147,15.84527,15.71328,488780778927319040,1.900593
1070,1237651495756497042,117.727683550024,42.8720159650268,STAR,16.1344,16.16667,16.09147,15.84527,15.71328,4130928499429666816,1.897577
1071,1237651495756497187,117.726923508144,42.8402806696945,STAR,20.06228,19.84477,19.73346,19.48428,19.50389,488778579904063488,1.528361
1074,1237651495759183950,122.505866372343,48.0323657551727,STAR,19.17136,19.01512,18.83724,18.6765,18.4347,493313240718141440,2.055736
1075,1237651495759249700,122.566027196852,48.124913464114,STAR,20.11732,19.72741,19.65009,19.57081,19.77275,4151407449696038912,0.6564713
1077,1237651495759314993,122.667884841139,48.2092113004646,GALAXY,18.67785,16.82983,15.99237,15.51166,15.17648,493314065351862272,0.07748982
1078,1237651495759315125,122.732783922707,48.2595203256462,STAR,23.16557,25.11447,24.80184,21.5154,19.79766,4151416520666968064,0.5248821
1081,1237651495759315440,122.77548074702,48.2130477603928,STAR,20.62114,20.69811,20.18334,20.19435,20.06113,4151428340416966656,1.35163
1082,1237651495759315426,122.74377596884,48.1783112530164,STAR,21.22746,21.29708,20.912,21.00671,20.85389,8307059499891093504,1.223539
1087,1237673704504099321,114.382119534271,40.3603276498255,STAR,21.6695,20.85312,20.6045,20.61792,20.65473,4127655248347721728,2.630068
1087,1237673704504099321,114.382119534271,40.3603276498255,STAR,21.6695,20.85312,20.6045,20.61792,20.65473,4125475467552288768,2.630623
1096,1237651537632559452,153.839274313523,62.9913608534817,STAR,21.93484,20.97229,20.37221,19.87792,19.63958,7973713412839108608,1.893226
1098,1237651537632821365,154.961957434791,63.3337897918658,STAR,19.30556,18.80215,18.35985,18.0746,17.79542,549454304935700480,1.078455
1098,1237651537632821365,154.961957434791,63.3337897918658,STAR,19.30556,18.80215,18.35985,18.0746,17.79542,7973683726025158656,1.343588
1099,1237651537633018061,155.635404370721,63.5122931633523,STAR,21.78443,21.22641,21.22439,21.27995,20.9559,7973661186036789248,0.8860296
1102,1237651537633935459,159.952599912158,64.4604459070277,STAR,19.97664,19.68506,19.78639,19.86948,19.58993,7974785436827185152,0.7720572
1107,1237651538188501100,240.693318978966,52.7328833164531,GALAXY,18.27165,16.62038,15.69418,15.14842,14.85716,699246823667165184,0.105689
1114,1237651538702893201,139.364586104582,59.2965907568743,STAR,19.91422,19.45045,19.09465,19.03567,18.95113,545102712673429504,2.33531
1114,1237651538702893201,139.364586104582,59.2965907568743,STAR,19.91422,19.45045,19.09465,19.03567,18.95113,6431217344462909440,2.34275
1115,1237651538702958597,139.6519225581,59.2598620323857,STAR,18.82321,18.79902,18.4973,18.47689,18.49498,546139277294069760,1.294508
1118,1237651538704203843,144.05558381344,61.2369228894585,STAR,20.03559,19.80828,19.5899,20.04373,20.15195,8383451368883154944,1.228191
1121,1237651538717114394,211.946805063575,64.9055341503863,STAR,19.56833,17.44116,17.14631,17.0881,17.01957,560737769127700480,3.104536
1121,1237651538717114394,211.946805063575,64.9055341503863,STAR,19.56833,17.44116,17.14631,17.0881,17.01957,560737769312249856,3.103786
1121,1237651538717114394,211.946805063575,64.9055341503863,STAR,19.56833,17.44116,17.14631,17.0881,17.01957,8019960521388912640,3.098687
1122,1237651538717114532,211.919159258978,64.9702649774897,STAR,20.33333,19.89402,19.79909,19.68,19.65907,7865562700419100672,0.6649832
1123,1237651538717114613,211.870867412735,64.8731963169532,GALAXY,20.76063,19.84682,18.82609,18.41567,17.986,7865548406767939584,0.3213734
1124,1237651538717180088,212.099309002567,64.8244224658104,STAR,19.65244,19.42929,19.07951,19.00584,18.96165,560739418395142144,1.122033
1124,1237651538717180088,212.099309002567,64.8244224658104,STAR,19.65244,19.42929,19.07951,19.00584,18.96165,560739418579691520,1.122039
1127,1237651539239567785,138.168904613523,59.3161173952446,STAR,22.47984,21.30851,20.98626,21.09306,21.47817,6431259125904764928,2.646635
1129,1237651539239633180,138.365992051439,59.4238627447848,STAR,20.76483,20.50476,20.01829,19.86012,19.79835,6431260775172206592,1.170558
1130,1237651539239633189,138.509663636205,59.3934114759308,STAR,20.95217,20.58489,20.33467,20.37071,19.82379,6431248130788487168,0.8396912
1142,1237651539241140330,143.880132231761,61.4839028776605,STAR,19.83904,19.6361,19.54606,19.23046,19.4226,547303935002568704,1.86193
1142,1237651539241140330,143.880132231761,61.4839028776605,STAR,19.83904,19.6361,19.54606,19.23046,19.4226,6440278969543225344,1.863883
1142,1237651539241140330,143.880132231761,61.4839028776605,STAR,19.83904,19.6361,19.54606,19.23046,19.4226,8383457965952921600,1.863291
1143,1237651539241140308,143.826634562732,61.4754369281095,GALAXY,19.61111,17.62464,16.55679,16.05143,15.6712,547304484758382592,0.1242552
1146,1237651539242647582,149.874501006924,63.5666302792245,STAR,17.69282,17.27872,16.7509,16.38142,16.3112,548453474963056640,1.850328
1146,1237651539242647582,149.874501006924,63.5666302792245,STAR,17.69282,17.27872,16.7509,16.38142,16.3112,6442620644466814976,2.409014
1148,1237651539244154986,156.953872210207,65.2270764867289,STAR,19.84559,19.7225,19.66251,19.49757,19.40318,550672838965618688,0.4455218
1149,1237651539244220457,157.279559264635,65.173502844634,STAR,17.17509,16.93794,16.81939,16.76181,16.60061,550627209233065984,2.163088
1149,1237651539244220457,157.279559264635,65.173502844634,STAR,17.17509,16.93794,16.81939,16.76181,16.60061,7974856355327176704,2.164109
1150,1237651539244220691,157.28873374837,65.278760807746,STAR,21.42641,20.79981,20.83378,20.84682,20.32396,7974843710943457280,2.325762
1151,1237651539244220705,157.392542737704,65.2515033822946,STAR,20.86947,20.40371,20.23474,20.29628,19.91124,7974843161187643392,2.581231
1156,1237651539262701728,242.872908501744,52.6091562672466,STAR,20.72419,19.83653,19.71949,19.72415,19.52902,2462485004903540736,2.6225
1156,1237651539262701728,242.872908501744,52.6091562672466,STAR,20.72419,19.83653,19.71949,19.72415,19.52902,7106766632487940096,2.628716
1157,1237651539262701936,242.847082523264,52.507703615034,STAR,20.77888,20.70134,20.68408,20.32205,20.25786,7106764983220498432,1.864092
1158,1237651539262701954,243.091949338426,52.5845797127076,STAR,20.68879,20.69369,20.48644,20.55655,20.65514,7106753988104220672,1.403642
1163,1237651539262767480,242.979115576818,52.4607438367227,GALAXY,21.10901,20.6171,19.77141,19.30131,18.95892,7106755087615848448,0.3927355
