Name,RA,Dec,V,V_err,g,g_err,r,r_err,i,i_err
NGC3377_GC37  ,161.954237,13.953191,837,17,22.569,0.03,21.985,0.019,21.754,0.019
NGC3377_GC38  ,161.934296,13.946213,592,16,22.899,0.035,22.254,0.022,22.012,0.022
NGC3377_GC39  ,161.864075,14.067944,559,18,22.895,0.035,22.31,0.023,22.001,0.022
NGC3377_GC40  ,161.873546,14.018089,700,20,23.04,0.039,22.38,0.025,22.137,0.024
NGC3377_GC41  ,161.913563,14.024882,576,18,22.861,0.035,22.363,0.023,22.144,0.024
NGC3377_GC42  ,161.919429,14.042942,727,15,22.253,0.026,21.729,0.017,21.46,0.016
NGC3377_GC43  ,161.900154,14.029854,840,14,22.779,0.034,22.323,0.023,22.088,0.022
NGC3377_GC44  ,161.90325,13.9815,664,5,22.137,0.031,21.395,0.019,21.084,0.02
NGC3377_GC45  ,161.953804,13.990972,727,5,21.205,0.016,20.639,0.011,20.409,0.011
NGC3377_GC46  ,161.958054,13.994139,797,5,20.81,0.013,20.154,0.008,19.881,0.008
NGC3377_GC47  ,161.950417,13.98575,657,5,21.52,0.02,20.854,0.012,20.484,0.012
NGC3377_GC48  ,161.911167,13.965806,722,9,22.832,0.054,22.328,0.042,22.034,0.049
NGC3377_GC49  ,161.942263,13.992986,505,5,20.66,0.017,20.091,0.012,19.836,0.014
NGC3377_GC50  ,161.882617,13.965335,687,5,20.988,0.014,20.34,0.009,20.034,0.008
NGC3377_GC51  ,161.900508,13.963268,674,6,22.121,0.025,21.404,0.016,21.089,0.015
NGC3377_GC52  ,161.840808,13.967595,740,8,22.113,0.024,21.531,0.015,21.26,0.014
NGC3377_GC53  ,161.996246,14.006155,641,7,22.194,0.025,21.574,0.015,21.318,0.015
NGC3377_GC54  ,161.893446,13.982151,775,5,22.584,0.032,21.854,0.02,21.561,0.02
NGC3377_GC55  ,161.898571,13.998423,642,8,22.669,0.033,22.004,0.021,21.678,0.021
NGC3377_GC56  ,161.886783,13.979734,792,7,22.719,0.033,22.076,0.021,21.768,0.021
NGC3377_GC57  ,161.834158,14.033488,804,12,22.634,0.031,22.14,0.021,21.925,0.02
NGC3377_GC58  ,161.967342,14.006735,557,10,22.758,0.034,22.208,0.022,21.974,0.023
NGC3377_GC59  ,161.888658,13.980913,636,10,22.954,0.037,22.254,0.023,21.987,0.024
NGC3377_GC60  ,161.963283,14.014988,709,10,22.754,0.033,22.228,0.021,21.996,0.022
NGC3377_GC61  ,161.965538,13.986753,628,12,22.903,0.036,22.419,0.026,22.197,0.026
NGC3377_GC62  ,162.052025,14.001399,736,15,23.013,0.037,22.551,0.024,22.315,0.024
NGC3377_GC63  ,161.972954,13.993563,657,11,23.149,0.041,22.567,0.026,22.376,0.028
NGC3377_GC64  ,161.896471,13.975028,533,10,22.761,0.038,22.264,0.027,22.077,0.031
NGC3377_GC65  ,161.862467,14.026177,572,18,23.289,0.042,22.682,0.027,22.356,0.025
NGC3377_GC66  ,161.983821,14.041965,779,10,23.38,0.044,22.827,0.029,22.478,0.027
NGC3377_GC67  ,161.905304,14.001806,600,5,20.983,0.014,20.387,0.009,20.105,0.008
NGC3377_GC68  ,161.918554,13.964083,703,9,22.392,0.039,21.726,0.026,21.416,0.029
NGC3377_GC69  ,161.929388,14.009389,531,11,22.997,0.059,22.405,0.044,22.156,0.051
NGC3377_GC70  ,161.935667,13.960444,615,9,22.398,0.029,21.818,0.02,21.558,0.02
NGC3377_GC71  ,161.937279,13.954667,805,6,22.616,0.031,21.911,0.019,21.598,0.019
NGC3377_GC72  ,161.910588,13.889813,721,5,21.04,0.014,20.556,0.009,20.322,0.009
NGC3377_GC73  ,161.9014,13.860332,713,8,21.761,0.02,21.242,0.013,21.002,0.012
NGC3377_GC74  ,161.932871,14.089294,648,9,22.181,0.024,21.589,0.015,21.325,0.015
NGC3377_GC75  ,161.9166,14.018299,673,8,22.247,0.026,21.698,0.017,21.454,0.016
NGC3377_GC76  ,161.912967,13.953066,637,6,22.585,0.032,21.844,0.019,21.475,0.018
NGC3377_GC77  ,161.92975,13.931513,669,6,22.629,0.03,21.933,0.018,21.622,0.017
NGC3377_GC78  ,161.925725,13.918831,631,10,22.392,0.027,21.923,0.018,21.668,0.018
NGC3377_GC79  ,161.951875,14.0816,552,11,22.545,0.029,22.078,0.019,21.848,0.019
NGC3377_GC80  ,161.905479,13.923706,667,9,22.792,0.032,22.163,0.021,21.847,0.019
NGC3377_GC81  ,161.956821,14.057751,816,17,23,0.036,22.565,0.025,22.324,0.024
NGC3377_GC82  ,161.909704,13.885048,748,13,23.262,0.042,22.787,0.028,22.554,0.028
NGC3377_GC83  ,161.938388,14.024284,650,14,23.54,0.055,22.972,0.035,22.707,0.039
NGC3377_GC84  ,161.923237,13.970018,716,14,23.17,0.134,23.091,0.169,22.678,0.18
NGC3377_GC85  ,161.956721,14.012794,614,6,22.204,0.026,21.561,0.016,21.244,0.015
NGC3377_GC86  ,161.936117,14.046176,566,20,23.283,0.042,22.848,0.029,22.58,0.028
NGC3377_GC87  ,161.945279,13.86916,599,7,21.927,0.021,21.401,0.014,21.174,0.013
NGC3377_GC88  ,161.93175,13.921826,868,20,23.976,0.059,23.28,0.037,23.016,0.038
NGC3377_GC89  ,161.897192,14.065139,756,39,24.597,0.084,23.914,0.051,23.497,0.049
NGC3377_GC90  ,161.945338,14.00643,803,18,22.511,0.036,21.887,0.024,21.667,0.026
NGC3377_GC91  ,161.912804,13.973972,763,8,22.057,0.053,21.502,0.042,21.17,0.05
NGC3377_GC92  ,161.933971,13.991306,572,13,21.491,0.01,99.99,99.99,20.614,0.008
NGC3377_GC93  ,161.917,13.975722,740,6,21.522,0.006,99.99,99.99,20.504,0.004
NGC3377_GC94  ,161.935137,13.992417,455,12,22.14,0.013,99.99,99.99,21.087,0.01
NGC3377_GC95  ,161.934583,13.9865,640,10,22.163,0.012,99.99,99.99,21.076,0.009
NGC3377_GC96  ,161.937362,13.996861,641,24,22.725,0.015,99.99,99.99,21.895,0.012
NGC3377_GC97  ,161.911721,13.988889,757,26,22.882,0.014,99.99,99.99,22.052,0.011
NGC3377_GC98  ,161.931779,13.97275,823,7,22.275,0.008,99.99,99.99,21.511,0.006
NGC3377_GC99  ,161.921221,13.987333,1018,8,21.413,0.011,99.99,99.99,20.412,0.009
NGC3377_GC100 ,161.920612,13.974,657,25,21.518,0.006,99.99,99.99,20.462,0.004
NGC3377_GC101 ,161.928808,13.978691,375,30,21.673,0.008,99.99,99.99,20.955,0.007
NGC3377_GC102 ,161.913,13.98575,710,6,21.726,0.006,99.99,99.99,20.549,0.004
NGC3377_GC103 ,161.9305,14.005,709,8,21.846,0.006,99.99,99.99,20.834,0.004
NGC3377_GC104 ,161.930863,13.998889,803,10,22.209,0.009,99.99,99.99,21.275,0.007
NGC3377_GC105 ,161.939279,13.970111,584,17,22.574,0.009,99.99,99.99,21.851,0.007
NGC3377_GC106 ,161.907583,13.980528,689,5,21.473,0.005,99.99,99.99,20.741,0.004
NGC3377_GC107 ,161.922804,13.990833,892,6,21.714,0.011,99.99,99.99,20.889,0.008
NGC3377_GC108 ,161.916196,13.980528,599,5,21.802,0.009,99.99,99.99,20.991,0.008
NGC3377_GC109 ,161.9208,13.968256,686,6,21.702,0.005,99.99,99.99,20.535,0.003
NGC3377_GC110 ,161.931583,13.96875,735,5,22.159,0.007,99.99,99.99,21.092,0.004
NGC3377_GC111 ,161.909446,13.976083,772,6,22.171,0.009,99.99,99.99,21.135,0.006
NGC3377_GC112 ,161.93325,14.00475,545,11,23.246,0.02,99.99,99.99,22.329,0.015
NGC3377_GC113 ,161.939029,13.969972,659,14,23.329,0.016,99.99,99.99,22.53,0.012
NGC3377_GC114 ,161.935721,13.998889,650,12,23.335,0.024,99.99,99.99,22.257,0.017
NGC3377_GC115 ,161.932083,14.005444,780,5,20.49,0.003,99.99,99.99,19.688,0.002
NGC3377_GC116 ,161.9265,13.99325,610,5,20.337,0.003,99.99,99.99,19.268,0.002
NGC3377_GC117 ,161.92125,13.981278,762,5,21.078,0.009,99.99,99.99,19.991,0.007
NGC3377_GC118 ,161.91975,13.985583,753,5,21.87,0.014,99.99,99.99,20.824,0.01
NGC3377_GC119 ,161.919304,13.998111,640,6,22.103,0.007,99.99,99.99,21.255,0.005
NGC3377_GC120 ,161.910083,13.983861,749,7,22.421,0.009,99.99,99.99,21.548,0.007
NGC3377_GC121 ,161.924917,13.996167,663,7,22.439,0.011,99.99,99.99,21.419,0.008
NGC3377_GC122 ,161.913083,13.977306,692,13,23.478,0.024,99.99,99.99,22.442,0.017
NGC4278_GC3    ,185.038471,29.276506,1225,8,21.797,0.008,20.948,0.008,,
NGC4278_GC4    ,185.00135,29.315289,394,11,22.255,0.009,21.294,0.008,,
NGC4278_GC5    ,185.032308,29.289067,235,8,21.265,0.006,20.109,0.006,,
NGC4278_GC6    ,184.977733,29.315367,328,18,23.334,0.017,22.011,0.012,,
NGC4278_GC7    ,185.018871,29.270144,568,10,22.051,0.009,20.694,0.007,,
NGC4278_GC8    ,185.022658,29.247078,714,28,23.362,0.017,21.969,0.012,,
NGC4278_GC9    ,185.067513,29.239014,638,7,21.995,0.008,20.872,0.006,,
NGC4278_GC10   ,185.012504,29.307594,866,5,20.934,0.005,19.872,0.004,,
NGC4278_GC11   ,185.011333,29.259036,639,20,23.117,0.015,22.182,0.014,,
NGC4278_GC12   ,185.037704,29.259078,208,16,22.658,0.012,21.268,0.01,,
NGC4278_GC13   ,184.977313,29.272533,769,8,22.537,0.013,21.057,0.007,,
NGC4278_GC14   ,184.984442,29.299625,234,11,23.138,0.021,22.141,0.013,,
NGC4278_GC15   ,185.019142,29.271011,1019,8,21.752,0.007,20.451,0.006,,
NGC4278_GC16   ,185.032175,29.327931,439,20,23.177,0.016,22.264,0.016,,
NGC4278_GC17   ,185.048196,29.298483,697,10,22.228,0.01,20.988,0.007,,
NGC4278_GC18   ,185.000367,29.27865,643,21,23.345,0.018,22.246,0.015,,
NGC4278_GC19   ,185.008233,29.264611,432,8,22.22,0.009,21.047,0.007,,
NGC4278_GC20   ,185.018608,29.303181,470,13,22.604,0.012,21.204,0.008,,
NGC4278_GC21   ,185.073646,29.278039,726,9,21.505,0.006,20.508,0.005,,
NGC4278_GC22   ,185.033008,29.288603,474,15,20.393,0.004,19.075,0.003,,
NGC4278_GC23   ,184.993125,29.336983,563,9,21.936,0.008,21.078,0.007,,
NGC4278_GC24   ,184.996725,29.284692,489,8,22.154,0.009,20.871,0.006,,
NGC4278_GC25   ,185.001775,29.327592,297,8,20.797,0.004,19.913,0.004,,
NGC4278_GC26   ,185.005563,29.331283,305,18,23.151,0.017,22.269,0.014,,
NGC4278_GC27   ,185.040721,29.336294,669,9,22.338,0.01,21.107,0.007,,
NGC4278_GC28   ,184.992113,29.301603,578,9,21.734,0.008,20.754,0.006,,
NGC4278_GC29   ,185.018517,29.283361,608,10,22.057,0.014,20.97,0.009,,
NGC4278_GC30   ,184.988796,29.259453,692,12,22.524,0.019,20.994,0.007,,
NGC4278_GC31   ,185.054117,29.282131,474,13,22.992,0.015,21.925,0.017,,
NGC4278_GC32   ,185.040429,29.272603,384,8,21.886,0.011,20.874,0.008,,
NGC4278_GC33   ,185.020579,29.322869,624,8,22.188,0.009,20.871,0.006,,
NGC4278_GC34   ,185.088117,29.275697,429,15,23.147,0.019,22.186,0.013,,
NGC4278_GC35   ,185.094746,29.280889,522,5,21.509,0.006,20.471,0.005,,
NGC4278_GC36   ,185.019621,29.289642,711,8,22.225,0.015,20.895,0.008,,
NGC4278_GC37   ,185.018296,29.246913,881,8,22.283,0.017,20.86,0.006,,
NGC4278_GC38   ,185.080346,29.253006,798,10,23.019,0.014,21.735,0.01,,
NGC4278_GC39   ,184.993804,29.335275,671,15,22.903,0.013,22.083,0.013,,
NGC4278_GC40   ,185.00875,29.246381,648,18,22.646,0.012,21.706,0.01,,
NGC4278_GC41   ,185.021788,29.26665,695,7,20.809,0.006,19.732,0.006,,
NGC4278_GC42   ,185.067392,29.301311,868,23,23.31,0.018,22.413,0.016,,
NGC4278_GC43   ,184.990588,29.282831,673,8,21.355,0.006,20.422,0.005,,
NGC4278_GC44   ,185.012379,29.304139,554,5,21.023,0.006,20.045,0.004,,
NGC4278_GC45   ,185.040913,29.296867,733,11,21.953,0.009,20.873,0.008,,
NGC4278_GC46   ,185.007921,29.274081,1015,27,23.179,0.016,22.186,0.015,,
NGC4278_GC47   ,185.071925,29.247228,692,5,20.88,0.004,19.773,0.004,,
NGC4278_GC48   ,185.014696,29.296228,912,21,23.052,0.02,22.136,0.019,,
NGC4278_GC49   ,185.001633,29.296275,775,7,21.615,0.007,20.391,0.005,,
NGC4278_GC50   ,184.990017,29.314383,625,12,22.64,0.011,21.52,0.009,,
NGC4278_GC51   ,185.0203,29.268442,467,6,21.566,0.007,20.271,0.005,,
NGC4278_GC52   ,185.033529,29.279997,845,13,21.586,0.015,20.665,0.025,,
NGC4278_GC53   ,185.049029,29.254158,495,6,21.684,0.007,20.278,0.005,,
NGC4278_GC54   ,185.075413,29.265389,782,29,23.089,0.015,22.262,0.014,,
NGC4278_GC55   ,185.010367,29.273567,606,11,22.473,0.011,21.261,0.009,,
NGC4278_GC56   ,184.973229,29.26775,695,7,21.55,0.006,20.542,0.005,,
NGC4278_GC57   ,185.013754,29.279894,364,9,21.611,0.009,20.759,0.008,,
NGC4278_GC58   ,185.051596,29.248614,832,14,23.112,0.015,21.576,0.009,,
NGC4278_GC59   ,185.018292,29.273686,490,5,21.381,0.006,20.062,0.005,,
NGC4278_GC60   ,184.993246,29.273711,677,7,21.342,0.006,20.519,0.005,,
NGC4278_GC61   ,185.040333,29.337894,550,6,21.506,0.006,20.285,0.005,,
NGC4278_GC62   ,185.044808,29.299922,837,17,23.447,0.024,21.98,0.017,,
NGC4278_GC63   ,185.015571,29.312797,825,16,23.457,0.019,22.053,0.013,,
NGC4278_GC64   ,185.050367,29.300161,773,8,21.378,0.006,20.429,0.005,,
NGC4278_GC65   ,185.027438,29.3294,556,5,20.949,0.005,19.597,0.003,,
NGC4278_GC66   ,185.03475,29.278706,994,6,21.242,0.008,20.218,0.009,,
NGC4278_GC67   ,185.042321,29.264189,867,32,23.425,0.02,22.459,0.039,,
NGC4278_GC68   ,185.050458,29.286408,591,13,22.293,0.01,21.057,0.01,,
NGC4278_GC69   ,185.05675,29.246042,800,24,23.248,0.024,21.95,0.011,,
NGC4278_GC70   ,185.060217,29.244703,526,16,23.413,0.018,22.184,0.013,,
NGC4278_GC71   ,185.029654,29.304558,617,13,22.297,0.01,21.197,0.008,,
NGC4278_GC72   ,185.013696,29.263211,597,5,20.652,0.004,19.72,0.004,,
NGC4278_GC73   ,185.069183,29.297589,830,16,22.814,0.013,21.966,0.012,,
NGC4278_GC74   ,184.985567,29.318994,852,18,22.079,0.008,21.251,0.008,,
NGC4278_GC75   ,185.007715,29.299615,568,12,22.606,0.012,21.258,0.008,,
NGC4278_GC76   ,185.006458,29.281597,788,17,22.785,0.013,21.299,0.009,,
NGC4278_GC77   ,185.023204,29.291922,373,42,22.812,0.02,21.881,0.026,,
NGC4278_GC78   ,185.036867,29.29145,886,5,20.553,0.004,19.38,0.005,,
NGC4278_GC79   ,185.057604,29.264886,733,18,23.656,0.022,22.325,0.014,,
NGC4278_GC80   ,185.044179,29.276847,465,11,21.752,0.007,20.878,0.007,,
NGC4278_GC81   ,185.040733,29.280272,714,11,22.292,0.011,20.947,0.008,,
NGC4278_GC82   ,184.996304,29.253114,857,15,22.899,0.013,21.721,0.01,,
NGC4278_GC83   ,185.029838,29.316044,245,10,21.549,0.006,20.641,0.006,,
NGC4278_GC84   ,185.06795,29.237972,606,14,22.197,0.009,21.172,0.007,,
NGC4278_GC85   ,185.043875,29.246325,310,7,21.208,0.005,20.119,0.004,,
NGC4278_GC86   ,185.001154,29.303461,462,9,21.215,0.006,20.31,0.005,,
NGC4278_GC87   ,184.991525,29.265933,748,14,23.273,0.017,22.214,0.014,,
NGC4278_GC88   ,185.051788,29.242342,643,38,22.854,0.013,21.905,0.011,,
NGC4278_GC89   ,185.066029,29.2516,755,9,22.229,0.009,21.271,0.008,,
NGC4278_GC90   ,185.040629,29.257792,562,20,22.695,0.012,21.666,0.01,,
NGC4278_GC91   ,185.04685,29.250872,481,6,20.823,0.004,19.769,0.004,,
NGC4278_GC92   ,184.970067,29.262308,721,7,21.962,0.008,20.713,0.006,,
NGC4278_GC93   ,185.050171,29.266,642,15,23.261,0.017,22.255,0.014,,
NGC4278_GC94   ,185.032175,29.265253,658,12,21.664,0.01,20.9,0.007,,
NGC4278_GC95   ,185.023892,29.294956,406,10,22.307,0.01,21.394,0.013,,
NGC4278_GC96   ,185.023763,29.280614,614,6,20.667,0.009,19.333,0.01,,
NGC4278_GC97   ,185.051721,29.253619,712,9,22.859,0.013,21.717,0.01,,
NGC4278_GC98   ,184.993592,29.265522,1067,19,22.778,0.013,21.993,0.012,,
NGC4278_GC99   ,185.015517,29.251392,574,8,21.931,0.008,20.522,0.005,,
NGC4278_GC100  ,185.020088,29.284583,973,12,22.051,0.01,21.116,0.012,,
NGC4278_GC101  ,184.987154,29.293206,633,10,22.094,0.009,20.992,0.007,,
NGC4278_GC102  ,185.047617,29.267644,630,14,22.88,0.013,21.56,0.013,,
NGC4278_GC103  ,185.027683,29.267681,724,15,23.137,0.018,22.255,0.019,,
NGC4278_GC104  ,185.019571,29.268756,564,11,21.687,0.007,20.579,0.006,,
NGC4278_GC105  ,185.004538,29.289944,839,18,22.836,0.023,21.957,0.013,,
NGC4278_GC106  ,185.021833,29.327794,843,20,23.06,0.015,22.005,0.012,,
NGC4278_GC107  ,185.042158,29.273794,537,15,22.841,0.014,21.68,0.012,,
NGC4278_GC108  ,185.008738,29.324658,649,16,23.361,0.019,22.127,0.015,,
NGC4278_GC109  ,185.005504,29.300886,607,8,21.429,0.006,20.353,0.005,,
NGC4278_GC110  ,185.033646,29.316536,662,17,22.719,0.012,21.872,0.011,,
NGC4278_GC111  ,185.065921,29.299561,415,13,22.44,0.01,21.079,0.007,,
NGC4278_GC112  ,184.9743,29.297958,656,14,23.29,0.016,22.046,0.012,,
NGC4278_GC113  ,184.985742,29.296489,515,14,22.424,0.01,21.422,0.009,,
NGC4278_GC114  ,185.063575,29.303786,397,21,22.909,0.014,22.066,0.013,,
NGC4278_GC115  ,184.977396,29.264069,692,5,20.825,0.004,19.738,0.004,,
NGC4278_GC116  ,184.990454,29.287444,632,6,21.849,0.007,20.586,0.005,,
NGC4278_GC117  ,185.014217,29.283453,841,24,22.997,0.016,21.877,0.014,,
NGC4278_GC118  ,185.029875,29.294119,634,9,22.048,0.009,20.671,0.006,,
NGC4278_GC119  ,185.053313,29.298775,612,8,21.926,0.008,21.051,0.013,,
NGC4278_GC120  ,185.049575,29.271372,766,13,22.494,0.011,21.072,0.007,,
NGC4278_GC121  ,185.039008,29.261983,765,5,21.194,0.01,19.953,0.004,,
NGC4278_GC122  ,185.027246,29.326769,671,15,22.583,0.011,21.612,0.009,,
NGC4278_GC123  ,184.989546,29.264944,929,16,22.808,0.013,21.873,0.011,,
NGC4278_GC124  ,185.001346,29.284783,613,7,21.565,0.006,20.518,0.005,,
NGC4278_GC125  ,185.04725,29.302967,453,12,22.836,0.013,21.682,0.017,,
NGC4278_GC126  ,185.024513,29.305958,788,8,21.51,0.006,20.391,0.005,,
NGC4278_GC127  ,184.993029,29.282742,654,12,22.486,0.011,21.243,0.008,,
NGC4278_GC128  ,185.045296,29.293992,849,9,22.134,0.009,21.186,0.008,,
NGC4278_GC129  ,185.045363,29.274514,657,12,21.804,0.01,20.541,0.006,,
NGC4278_GC130  ,184.981404,29.300515,218,16,23.072,0.015,21.986,0.012,,
NGC4278_GC131  ,185.045508,29.300644,448,8,21.436,0.008,20.412,0.005,,
NGC4278_GC132  ,185.06035,29.297403,780,11,23.04,0.015,21.616,0.01,,
NGC4278_GC133  ,185.044775,29.271878,766,10,22.1,0.009,21.054,0.008,,
NGC4278_GC134  ,185.077346,29.27135,666,13,22.782,0.012,21.939,0.011,,
NGC4278_GC135  ,185.039654,29.2645,537,7,21.613,0.007,20.496,0.006,,
NGC4278_GC136  ,185.021625,29.254914,971,19,22.953,0.014,21.711,0.014,,
NGC4278_GC137  ,184.977875,29.287238,957,9,21.818,0.007,20.956,0.007,,
NGC4278_GC138  ,185.033992,29.288111,71,15,21.872,0.01,20.778,0.009,,
NGC4278_GC139  ,185.03615,29.270381,594,7,21.123,0.005,19.871,0.004,,
NGC4278_GC140  ,185.077854,29.302244,1032,22,23.576,0.049,22.367,0.016,,
NGC4278_GC141  ,185.036242,29.305767,531,16,23.504,0.046,22.322,0.048,,
NGC4278_GC142  ,185.035829,29.305511,425,20,23.479,0.046,22.088,0.032,,
NGC4278_GC143  ,185.025196,29.286206,487,26,22.64,0.064,21.514,0.078,,
NGC4278_GC144  ,185.009483,29.289222,779,18,22.106,0.016,21.226,0.025,,
NGC4278_GC145  ,185.009067,29.289053,746,9,22.083,0.02,20.803,0.012,,
NGC4278_GC146  ,185.033967,29.283353,469,17,22.476,0.025,20.979,0.023,,
NGC4278_GC147  ,185.036492,29.279117,474,12,21.726,0.009,20.679,0.01,,
NGC4278_GC148  ,185.021813,29.277819,407,13,22.146,0.013,20.88,0.015,,
NGC4278_GC149  ,185.008204,29.278053,397,27,23.389,0.019,21.998,0.014,,
NGC4278_GC150  ,184.995719,29.299767,879,14,22.521,0.012,21.655,0.013,,
NGC4278_GC151  ,184.995271,29.299778,594,19,22.909,0.016,21.76,0.014,,
NGC4278_GC152  ,184.979563,29.281981,750,12,23.297,0.019,21.996,0.037,,
NGC4278_GC153  ,185.016667,29.149792,617,25,21.036,0.004,20.105,0.004,,
NGC4278_GC154  ,185.048271,29.160483,885,18,23.17,0.013,21.99,0.013,,
NGC4278_GC155  ,185.047725,29.168828,674,16,23.018,0.011,21.612,0.01,,
NGC4278_GC156  ,185.025996,29.179811,805,25,23.068,0.01,21.987,0.012,,
NGC4278_GC157  ,185.042229,29.201628,734,9,21.328,0.004,20.423,0.005,,
NGC4278_GC158  ,184.956333,29.205181,696,6,20.781,0.004,19.722,0.004,,
NGC4278_GC159  ,185.130908,29.206186,621,17,22.183,0.007,21.363,0.008,,
NGC4278_GC160  ,185.020163,29.207614,604,9,21.343,0.004,20.483,0.005,,
NGC4278_GC161  ,184.964996,29.209975,964,13,22.602,0.01,21.702,0.01,,
NGC4278_GC162  ,185.032863,29.212744,516,26,22.813,0.01,21.658,0.01,,
NGC4278_GC163  ,184.962892,29.216328,431,22,23.176,0.013,22.191,0.014,,
NGC4278_GC164  ,185.060942,29.216867,547,22,22.913,0.009,21.536,0.009,,
NGC4278_GC165  ,185.1114,29.217311,686,8,21.391,0.004,20.475,0.005,,
NGC4278_GC166  ,185.139733,29.217789,834,15,22.164,0.007,21.233,0.006,,
NGC4278_GC167  ,185.020871,29.218011,798,9,21.693,0.005,20.441,0.005,,
NGC4278_GC168  ,185.033238,29.222636,701,24,22.594,0.008,21.636,0.009,,
NGC4278_GC169  ,184.960329,29.222753,436,17,22.638,0.009,21.796,0.009,,
NGC4278_GC170  ,185.022467,29.223736,1035,9,21.489,0.006,20.556,0.006,,
NGC4278_GC171  ,185.114763,29.226889,718,12,22.272,0.007,21.377,0.008,,
NGC4278_GC172  ,185.025829,29.227339,433,20,23.129,0.013,22.158,0.015,,
NGC4278_GC173  ,184.983742,29.228122,498,19,23.111,0.011,22.077,0.012,,
NGC4278_GC174  ,184.994954,29.229928,775,9,21.26,0.004,20.372,0.005,,
NGC4278_GC175  ,185.035317,29.232636,478,23,22.979,0.012,21.913,0.013,,
NGC4278_GC176  ,185.029888,29.236172,653,10,22.111,0.007,21.004,0.007,,
NGC4278_GC177  ,184.964267,29.236864,367,25,22.58,0.01,21.64,0.01,,
NGC4278_GC178  ,185.115629,29.238664,831,8,22.072,0.007,21.239,0.008,,
NGC4278_GC179  ,184.964638,29.239081,694,5,21.039,0.004,19.999,0.004,,
NGC4278_GC180  ,184.976338,29.239358,728,18,23.286,0.014,21.953,0.013,,
NGC4278_GC181  ,185.1267,29.241067,468,20,23.259,0.016,22.464,0.017,,
NGC4278_GC182  ,185.005425,29.243189,454,14,23.302,0.014,21.746,0.012,,
NGC4278_GC183  ,184.970529,29.248989,523,5,20.748,0.005,19.481,0.004,,
NGC4278_GC184  ,185.088513,29.250764,756,10,22.14,0.007,20.936,0.006,,
NGC4278_GC185  ,184.944142,29.251653,676,16,22.81,0.01,21.797,0.012,,
NGC4278_GC186  ,184.935058,29.251817,768,36,22.906,0.011,21.953,0.013,,
NGC4278_GC187  ,185.150708,29.255958,433,23,23.419,0.015,22.28,0.014,,
NGC4278_GC188  ,185.101929,29.257953,652,8,21.607,0.006,20.676,0.006,,
NGC4278_GC189  ,185.098813,29.259822,443,18,23.243,0.015,22.451,0.015,,
NGC4278_GC190  ,185.102529,29.260739,669,6,20.944,0.004,19.955,0.004,,
NGC4278_GC191  ,185.1155,29.271011,896,12,22.126,0.007,21.241,0.007,,
NGC4278_GC192  ,185.001925,29.276497,606,20,23.008,0.02,22.161,0.027,,
NGC4278_GC193  ,184.954196,29.280797,872,10,23.015,0.012,21.827,0.011,,
NGC4278_GC194  ,185.0035,29.282461,228,20,22.903,0.015,22.028,0.018,,
NGC4278_GC195  ,184.913417,29.285053,736,12,22.604,0.008,21.631,0.009,,
NGC4278_GC196  ,185.165125,29.285975,736,26,23.469,0.018,22.757,0.02,,
NGC4278_GC197  ,184.905008,29.288289,445,19,22.882,0.011,21.969,0.012,,
NGC4278_GC198  ,184.893092,29.290669,810,44,22.703,0.009,21.701,0.01,,
NGC4278_GC199  ,185.122213,29.291881,813,14,22.876,0.013,22.181,0.014,,
NGC4278_GC200  ,184.927567,29.2939,974,31,23.659,0.021,22.665,0.021,,
NGC4278_GC201  ,184.956288,29.294131,840,12,23.425,0.015,21.978,0.012,,
NGC4278_GC202  ,184.915158,29.294711,648,8,21.301,0.004,20.399,0.005,,
NGC4278_GC203  ,184.968029,29.297106,713,5,21.679,0.006,20.393,0.005,,
NGC4278_GC204  ,185.092475,29.301247,557,11,21.828,0.007,20.962,0.007,,
NGC4278_GC205  ,185.138313,29.303617,379,12,22.08,0.008,21.238,0.008,,
NGC4278_GC206  ,185.082242,29.303603,1031,17,23.134,0.016,22.164,0.016,,
NGC4278_GC207  ,184.888938,29.304808,598,16,22.868,0.011,21.977,0.012,,
NGC4278_GC208  ,184.935083,29.304889,452,31,23.39,0.017,22.491,0.019,,
NGC4278_GC209  ,184.894871,29.306047,500,7,21.174,0.004,20.142,0.004,,
NGC4278_GC210  ,184.908763,29.307672,644,13,21.94,0.007,21.049,0.007,,
NGC4278_GC211  ,185.055604,29.309769,550,19,22.797,0.01,21.498,0.009,,
NGC4278_GC212  ,185.071983,29.310769,966,5,21.258,0.004,20.296,0.005,,
NGC4278_GC213  ,185.096854,29.311436,778,9,22.954,0.012,21.689,0.011,,
NGC4278_GC214  ,185.073454,29.312456,662,13,21.814,0.007,21.022,0.007,,
NGC4278_GC215  ,185.052204,29.3125,804,6,21.456,0.005,20.516,0.005,,
NGC4278_GC216  ,185.060433,29.315067,472,10,22.227,0.008,21.303,0.007,,
NGC4278_GC217  ,185.052588,29.316067,428,12,22.373,0.008,21.515,0.008,,
NGC4278_GC218  ,185.148038,29.316497,764,16,22.51,0.011,21.752,0.01,,
NGC4278_GC219  ,184.961179,29.31725,720,6,21.889,0.006,20.6,0.005,,
NGC4278_GC220  ,185.1535,29.317703,626,10,21.251,0.006,20.508,0.006,,
NGC4278_GC221  ,184.958392,29.318322,640,5,21.36,0.004,20.181,0.005,,
